invoice_id,Client,Company Code,Fiscal Year,Document Number,Line Item Number,Assignment Number,Billing Number,Customer ID,Customer Name,Currency Code,Amount,Document Date,Due Date
83,001,1000,2008,1000023551,001,INV100000000008847,9225175989,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,299943.52,20080920,20080928
84,001,1000,2008,1000000498,001,INV100000000000774,4035450967,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,132424.35,20080920,20081028
85,001,1000,2008,1000008718,001,INV100000000012791,0899128597,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,29504.99,20080920,20081008
86,001,1000,2008,1000006483,001,INV100000000017896,9677173856,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,89884.77,20080920,20080926
87,001,1000,2008,1000012483,001,INV100000000001345,0782374936,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,66601.76,20080920,20080924
88,001,2000,2009,1000000410,001,INV100000000012214,8471167649,EIJ1498063,Rossi & Figli Costruzioni,USD,80014.08,20090920,20091021
89,001,2000,2009,1000006267,001,INV100000000023100,0586410923,EIJ1498063,Rossi & Figli Costruzioni,USD,206503.78,20090920,20090925
90,001,2000,2009,1000003035,001,INV100000000001694,1289215832,EIJ1498063,Rossi & Figli Costruzioni,USD,194519.1,20090920,20091008
91,001,2000,2016,1000020529,001,INV100000000003344,1055567719,YMT4618717,Red Maple Ventures,USD,104781.9,20160920,20161011
92,001,3000,2009,1000017758,001,INV100000000003314,2607187532,EVP4571878,Renault & Fils SARL,EUR,208353.69,20090920,20091001
93,001,1000,2024,1000020047,001,INV100000000004749,6619370953,ZYU5636450,Nakamura & Co. 株式会社,EUR,66809.84,20240920,20241022
94,001,1000,2001,1000011242,001,INV100000000021196,7564164836,KBR7146665,TerraNova Energy Co.,KRW,161684422.76,20010920,20011031
95,001,1000,2001,1000008277,002,INV100000000003289,6062957666,KBR7146665,TerraNova Energy Co.,KRW,12685666.91,20010920,20011018
96,001,1000,2001,1000010510,001,INV100000000001377,3602647428,KBR7146665,TerraNova Energy Co.,KRW,238666183.36,20010920,20011012
97,001,1000,2001,1000001879,001,INV100000000004539,1627529792,KBR7146665,TerraNova Energy Co.,KRW,169398561.83,20010920,20010930
98,001,1000,2001,1000003976,001,INV100000000009813,6064104383,KBR7146665,TerraNova Energy Co.,KRW,414451953.73,20010920,20011026
99,001,1000,2001,1000007019,001,INV100000000008002,3700401568,KBR7146665,TerraNova Energy Co.,KRW,170095127.21,20010920,20010926
100,001,5000,2019,1000001435,001,INV100000000015589,7298506054,AVR1905370,Dupont & Frères SARL,EUR,42715.83,20190920,20191001
101,001,3000,2005,1000001962,001,INV100000000028002,2189313320,KVF4482570,Santos & Filhos Comércio,EUR,104515.79,20050920,20051009
102,001,5000,2016,1000007398,001,INV100000000022802,5088657825,KBR7146665,TerraNova Energy Co.,KRW,28345836.67,20160920,20161018
103,001,5000,2016,1000009335,001,INV100000000009982,4470981604,KBR7146665,TerraNova Energy Co.,KRW,80777099.39,20160920,20161006
104,001,5000,2016,1000009937,001,INV100000000011377,0468481758,KBR7146665,TerraNova Energy Co.,KRW,231274363.33,20160920,20160927
105,001,5000,2016,1000016636,001,INV100000000000130,7986898088,KBR7146665,TerraNova Energy Co.,KRW,326653713.63,20160920,20161009
106,001,1000,2005,1000000563,001,INV100000000010937,8103601101,CZR7214715,Patel & Sons Pvt. Ltd.,USD,107414.22,20050920,20051023
107,001,1000,2004,1000004612,001,INV100000000000560,9769369300,TLW0369383,Blue Horizon Travel Ltd,JPY,20355004.56,20040920,20041011
108,001,1000,2024,1000004088,001,INV100000000013496,2124155146,YSD3087280,Ramirez & Hijos Servicios,USD,352754.39,20240920,20241003
109,001,1000,2024,1000016987,001,INV100000000011533,7886730774,YSD3087280,Ramirez & Hijos Servicios,USD,42244.02,20240920,20241016
110,001,1000,2024,1000005761,001,INV100000000030166,2485640498,YSD3087280,Ramirez & Hijos Servicios,USD,247108.6,20240920,20240930
111,001,1000,2024,1000000055,001,INV100000000016061,4716318943,YSD3087280,Ramirez & Hijos Servicios,USD,238734.75,20240920,20241014
112,001,1000,2024,1000006798,001,INV100000000002772,4018036410,YSD3087280,Ramirez & Hijos Servicios,USD,142112.88,20240920,20241001
113,001,1000,2012,1000004092,001,INV100000000001114,4900325850,ZYU5636450,Nakamura & Co. 株式会社,EUR,124344.93,20120920,20120924
114,001,6000,2004,1000006762,001,INV100000000013387,2097199186,KBR7146665,TerraNova Energy Co.,KRW,417252633.68,20040920,20041001
115,001,6000,2004,1000001164,001,INV100000000012078,4794648377,KBR7146665,TerraNova Energy Co.,KRW,500257333.87,20040920,20040925
116,001,6000,2004,1000004129,001,INV100000000013985,9731784530,KBR7146665,TerraNova Energy Co.,KRW,266261162.59,20040920,20041013
117,001,6000,2004,1000011235,001,INV100000000003513,9739929162,KBR7146665,TerraNova Energy Co.,KRW,352646817.73,20040920,20041008
118,001,6000,2004,1000029935,001,INV100000000015598,2290413379,KBR7146665,TerraNova Energy Co.,KRW,440369193.87,20040920,20041003
119,001,6000,2004,1000057563,001,INV100000000001245,8367502696,KBR7146665,TerraNova Energy Co.,KRW,67469749.65,20040920,20041023
120,001,1000,2002,1000000341,001,INV100000000012669,2843726050,YSD3087280,Ramirez & Hijos Servicios,USD,75458.8,20020920,20021007
121,001,1000,2002,1000011958,002,INV100000000004852,2403155589,YSD3087280,Ramirez & Hijos Servicios,USD,122987.57,20020920,20020924
122,001,1000,2002,1000010429,001,INV100000000000381,4149210295,YSD3087280,Ramirez & Hijos Servicios,USD,120995.79,20020920,20021011
123,001,1000,2002,1000005684,001,INV100000000000839,7865291464,YSD3087280,Ramirez & Hijos Servicios,USD,152543.29,20020920,20021013
124,001,1000,2002,1000000950,001,INV100000000002177,6169920571,YSD3087280,Ramirez & Hijos Servicios,USD,113984.72,20020920,20021009
125,001,1000,2002,1000013705,002,INV100000000003284,0868463792,YSD3087280,Ramirez & Hijos Servicios,USD,393564.35,20020920,20021012
126,001,2000,2012,1000001899,001,INV100000000024292,6466626481,ZYU5636450,Nakamura & Co. 株式会社,EUR,52588.77,20120920,20121013
127,001,2000,2012,1000022890,001,INV100000000012120,7849408360,ZYU5636450,Nakamura & Co. 株式会社,EUR,17319.24,20120920,20121004
128,001,2000,2012,1000012071,001,INV100000000005479,0186157067,ZYU5636450,Nakamura & Co. 株式会社,EUR,151959.82,20120920,20121011
129,001,2000,2012,1000010121,001,INV100000000005664,9452654170,ZYU5636450,Nakamura & Co. 株式会社,EUR,147914.76,20120920,20121005
130,001,2000,2012,1000017879,001,INV100000000011061,8267618284,ZYU5636450,Nakamura & Co. 株式会社,EUR,181385.41,20120920,20121008
131,001,1000,2024,1000009611,001,INV100000000005752,5177537864,QYY2957205,Park & Lee Solutions,EUR,13641.05,20240920,20240925
132,001,4000,2005,1000000293,001,INV100000000006129,5457990954,TCO9263651,Zhao & Sons Ltd.,EUR,96069.49,20050920,20050920
133,001,1000,2017,1000014716,001,INV100000000003661,3512739178,GPN1729300,Schmidt & Partners AG,KRW,266160816.84,20170920,20171004
134,001,1000,2020,1000002664,001,INV100000000013010,5433661624,UXJ6820071,Rossi & Figli S.p.A.,CHF,121097.01,20200920,20201015
135,001,1000,2020,1000020861,001,INV100000000021488,0745375709,UXJ6820071,Rossi & Figli S.p.A.,CHF,134009.59,20200920,20200924
136,001,1000,2020,1000005289,001,INV100000000010161,6447703634,UXJ6820071,Rossi & Figli S.p.A.,CHF,64053.92,20200920,20201010
137,001,1000,2007,1000007538,001,INV100000000006918,2989212348,UNU1323836,Ferrari & Figli SRL,USD,64337.78,20070920,20070929
138,001,1000,2007,1000016866,001,INV100000000022742,8146130083,UNU1323836,Ferrari & Figli SRL,USD,95602.63,20070920,20071003
139,001,1000,2007,1000003709,001,INV100000000006865,8733764199,UNU1323836,Ferrari & Figli SRL,USD,222493.33,20070920,20070922
140,001,1000,2018,1000003282,001,INV100000000010680,5908144198,MLW7256855,Santos & Filho Lda.,AUD,257808.95,20180920,20180927
141,001,1000,2018,1000003591,001,INV100000000012781,8515684707,MLW7256855,Santos & Filho Lda.,AUD,31748.71,20180920,20181011
142,001,1000,2018,1000005112,001,INV100000000002234,2326086093,MLW7256855,Santos & Filho Lda.,AUD,80535.36,20180920,20181017
143,001,1000,2018,1000017577,001,INV100000000012311,0227620665,MLW7256855,Santos & Filho Lda.,AUD,199094.01,20180920,20181009
144,001,2000,2014,1000004535,001,INV100000000013546,8391495585,KBR7146665,TerraNova Energy Co.,KRW,31253717.23,20140920,20140923
145,001,1000,2013,1000006552,001,INV100000000002090,1545922075,CZR7214715,Patel & Sons Pvt. Ltd.,USD,43706.29,20130920,20130929
146,001,2000,2022,1000015542,001,INV100000000000011,6977311846,KST5094255,Infinity Edge Technologies,EUR,62708.29,20220920,20221001
147,001,2000,2022,1000003453,001,INV100000000002852,6638131246,KST5094255,Infinity Edge Technologies,EUR,115839.58,20220920,20221006
148,001,2000,2022,1000001792,001,INV100000000056929,7678446823,KST5094255,Infinity Edge Technologies,EUR,258083.61,20220920,20221103
149,001,1000,2003,1000002103,001,INV100000000008524,7878226087,JJM5054555,Shoreline Property Group,USD,303636.75,20030920,20030928
150,001,1000,2003,1000010134,001,INV100000000000775,8862436255,JJM5054555,Shoreline Property Group,USD,200261.51,20030920,20031011
151,001,1000,2003,1000008312,001,INV100000000009494,4746454061,JJM5054555,Shoreline Property Group,USD,217929.75,20030920,20031022
152,001,3000,2013,1000009782,002,INV100000000017451,1284717239,XQI8289538,Nexus Financial Services,USD,265238.0,20130920,20131002
153,001,1000,2023,1000002941,002,INV100000000019558,6365956818,XVO6675883,Schmidt & Co. Handels,USD,240221.18,20230920,20231004
154,001,4000,2011,1000009736,001,INV100000000006849,3265291144,ETW4696582,AeroMax Manufacturing,SEK,1246135.64,20110920,20111009
155,001,1000,2016,1000023629,001,INV100000000007756,0217126813,UNU1323836,Ferrari & Figli SRL,USD,172742.08,20160920,20161006
156,001,1000,2016,1000006222,001,INV100000000003117,7067409068,UNU1323836,Ferrari & Figli SRL,USD,172461.82,20160920,20161029
157,001,1000,2016,1000031261,001,INV100000000008439,7823792975,UNU1323836,Ferrari & Figli SRL,USD,54626.16,20160920,20161004
158,001,2000,2009,1000009494,001,INV100000000004139,3294280560,BEY4435252,Vulcan Heavy Industries,USD,262453.58,20090920,20090929
159,001,1000,2000,1000009193,001,INV100000000022533,8343266953,ZYU5636450,Nakamura & Co. 株式会社,EUR,279654.1,20000920,20000924
160,001,1000,2017,1000017364,001,INV100000000008086,7588691075,MTU0130847,Ivanov & Sons Engineering,USD,73212.31,20170920,20170930
161,001,1000,2009,1000015915,001,INV100000000003126,9719224690,EXV9923358,Kim & Lee Technologies,USD,329070.46,20090920,20091025
162,001,1000,2000,1000001860,001,INV100000000006444,5755126162,YSV1911248,Galaxy IT Services,JPY,10053284.52,20000920,20001004
163,001,2000,2005,1000010744,001,INV100000000035915,4832827608,YSV1911248,Galaxy IT Services,JPY,23826198.83,20050920,20051030
164,001,1000,2021,1000001599,001,INV100000000012166,5371660039,CZR7214715,Patel & Sons Pvt. Ltd.,USD,193525.09,20210920,20211007
165,001,2000,2016,1000014885,001,INV100000000046641,8264095284,TLW0369383,Blue Horizon Travel Ltd,JPY,43110494.22,20160920,20161004
166,001,1000,2006,1000012608,001,INV100000000018619,1054478328,ZAL0239607,Aurora Digital Labs,USD,152038.89,20060920,20061012
167,001,1000,2015,1000004719,002,INV100000000004754,5595014073,EXV9923358,Kim & Lee Technologies,USD,45765.04,20150920,20151006
168,001,2000,2018,1000001366,001,INV100000000003857,0082675666,KVF4482570,Santos & Filhos Comércio,EUR,131405.16,20180920,20180930
169,001,2000,2018,1000005741,001,INV100000000003041,7674483096,KVF4482570,Santos & Filhos Comércio,EUR,227465.94,20180920,20181011
170,001,2000,2018,1000016583,001,INV100000000015254,4060906584,KVF4482570,Santos & Filhos Comércio,EUR,65001.1,20180920,20181003
171,001,2000,2017,1000002359,001,INV100000000001802,5612500090,ETW4696582,AeroMax Manufacturing,SEK,1482402.02,20170920,20170920
172,001,2000,2017,1000004974,001,INV100000000008083,4421668601,ETW4696582,AeroMax Manufacturing,SEK,2120588.43,20170920,20170930
173,001,2000,2017,1000005767,001,INV100000000012599,1562654916,ETW4696582,AeroMax Manufacturing,SEK,614094.09,20170920,20171010
174,001,4000,2015,1000033963,001,INV100000000000853,1960123221,ZYU5636450,Nakamura & Co. 株式会社,EUR,70909.55,20150920,20150925
175,001,1000,2007,1000016969,001,INV100000000010401,0260186768,MUT0417299,Ramirez & Hijos Consultoría,USD,149587.2,20070920,20071031
176,001,1000,2021,1000017287,001,INV100000000000703,7079855621,TIH6044372,Dubois & Frères SARL,USD,176654.81,20210920,20211030
177,001,1000,2023,1000000042,001,INV100000000011423,5039634743,XVO6675883,Schmidt & Co. Handels,USD,68954.47,20230920,20230923
178,001,1000,2017,1000000925,001,INV100000000026159,1512438076,PNH6985521,Smith & Co. Consulting,USD,150123.36,20170920,20171007
179,001,2000,2021,1000001955,001,INV100000000007806,3699700330,SVK9876542,Oliveira & Filhos Comércio,USD,385665.69,20210920,20210929
180,001,2000,2021,1000010699,001,INV100000000001244,6136913004,SVK9876542,Oliveira & Filhos Comércio,USD,122867.88,20210920,20211006
181,001,2000,2021,1000011286,001,INV100000000004018,2158973649,SVK9876542,Oliveira & Filhos Comércio,USD,204139.75,20210920,20210926
182,001,2000,2021,1000002764,001,INV100000000001367,9866473019,SVK9876542,Oliveira & Filhos Comércio,USD,53451.43,20210920,20211010
183,001,1000,2012,1000007761,001,INV100000000001425,6526695690,RJT9884296,OpalStone Mining Inc.,EUR,249543.66,20120920,20120930
184,001,1000,2024,1000004230,001,INV100000000033026,9136102147,QYY2957205,Park & Lee Solutions,EUR,260821.92,20240920,20240928
185,001,1000,2024,1000010606,001,INV100000000004115,5764063934,QYY2957205,Park & Lee Solutions,EUR,91880.1,20240920,20241004
186,001,1000,2024,1000007446,001,INV100000000005963,8914090207,QYY2957205,Park & Lee Solutions,EUR,56093.43,20240920,20241023
187,001,1000,2024,1000068328,001,INV100000000001479,4634060482,QYY2957205,Park & Lee Solutions,EUR,420922.24,20240920,20240927
188,001,2000,2009,1000001004,001,INV100000000012239,0299001414,MLW7256855,Santos & Filho Lda.,AUD,166401.79,20090920,20091007
189,001,1000,2003,1000002573,001,INV100000000007134,6192249151,GXB1113780,Hassan & Co. Ltd.,EUR,22868.73,20030920,20030926
190,001,1000,2020,1000001800,001,INV100000000001977,3818024490,YSV1911248,Galaxy IT Services,JPY,8975257.24,20200920,20200929
191,001,2000,2005,1000006490,001,INV100000000003569,2127147840,YGQ8237982,Eagle Financial Group,USD,151108.9,20050920,20051014
192,001,1000,2015,1000001399,001,INV100000000000451,9521818091,ETW4696582,AeroMax Manufacturing,SEK,1207718.52,20150920,20151009
193,001,4000,2019,1000016525,001,INV100000000000191,1974997220,SVK9876542,Oliveira & Filhos Comércio,USD,411673.94,20190920,20191025
194,001,3000,2005,1000004585,001,INV100000000010469,0390510826,YMT4618717,Red Maple Ventures,USD,231486.34,20050920,20051004
195,001,1000,2009,1000014605,001,INV100000000003576,9504494068,AVR1905370,Dupont & Frères SARL,EUR,60940.44,20090920,20090930
196,001,1000,2011,1000006963,001,INV100000000000924,2980584388,MLW7256855,Santos & Filho Lda.,AUD,33785.06,20110920,20111025
197,001,4000,2008,1000002710,001,INV100000000002830,1040816701,YMT4618717,Red Maple Ventures,USD,111112.22,20080920,20080926
198,001,4000,2008,1000035814,001,INV100000000015823,5665740176,YMT4618717,Red Maple Ventures,USD,122690.39,20080920,20081008
199,001,4000,2008,1000004677,001,INV100000000027404,2141895722,YMT4618717,Red Maple Ventures,USD,185822.79,20080920,20081001
200,001,4000,2008,1000008623,001,INV100000000001975,4286214207,YMT4618717,Red Maple Ventures,USD,255434.37,20080920,20081005
201,001,2000,2010,1000006779,001,INV100000000004850,8486985627,EXV9923358,Kim & Lee Technologies,USD,104265.63,20100920,20100930
202,001,1000,2015,1000000303,001,INV100000000013118,5193612856,YSD3087280,Ramirez & Hijos Servicios,USD,130669.94,20150920,20151010
203,001,1000,2004,1000008515,002,INV100000000010155,5568888094,KVF4482570,Santos & Filhos Comércio,EUR,90020.53,20040920,20041003
204,001,3000,2004,1000001240,001,INV100000000014660,8144124153,EVP4571878,Renault & Fils SARL,EUR,68250.77,20040920,20041023
205,001,1000,2009,1000015952,001,INV100000000004667,4276565837,XQI8289538,Nexus Financial Services,USD,148120.91,20090920,20090926
206,001,1000,2013,1000000903,001,INV100000000000260,5972889031,EIJ1498063,Rossi & Figli Costruzioni,USD,163539.62,20130920,20131025
