invoice_id,MANDT,BURKS,GJAHR,BELNR,BZUEI,ZUONR,VBELN,KUNNR,WRBTR,ZFBDT,ZTERM
[40],001,2000,2016,1000005567,001,INV100000000003482,1680208876,EXV9923358,90518.63,20161004,0019
[41],001,1000,2003,1000015608,001,INV100000000007724,5927739589,CDK1354752,271575.54,20030927,0013
[42],001,3000,2022,1000001395,001,INV100000000002916,4934013398,TLW0369383,6070241.41,20221002,0005
[43],001,1000,2020,1000016749,001,INV100000000007332,4739368706,TAE8255972,200574.74,20201031,0011
[44],001,1000,2013,1000005524,001,INV100000000002043,9007326621,EEN7276041,155924.69,20131004,0020
[45],001,1000,2021,1000002312,002,INV100000000038044,3987343049,GPN1729300,151580543.33,20211007,0006
[46],001,2000,2014,1000010577,001,INV100000000001675,4674296096,ZYU5636450,260513.74,20141005,0025
[47],001,2000,2014,1000008111,001,INV100000000006505,7038229937,ZYU5636450,271348.94,20140926,0025
[48],001,2000,2014,1000003331,001,INV100000000015470,5535403769,ZYU5636450,382143.61,20141004,0025
[49],001,2000,2014,1000017694,001,INV100000000000868,2338663737,ZYU5636450,333835.24,20140922,0025
[50],001,2000,2014,1000004417,001,INV100000000006828,6026383405,ZYU5636450,203466.02,20141004,0025
[51],001,2000,2014,1000003295,001,INV100000000003027,6898556161,ZYU5636450,217041.83,20141005,0025
[52],001,1000,2009,1000002093,001,INV100000000024620,8766659378,EIJ1498063,392768.26,20090929,0010
[53],001,1000,2009,1000006868,001,INV100000000024991,4008803775,EIJ1498063,97952.93,20091007,0010
[54],001,1000,2009,1000000191,001,INV100000000009639,3648511038,EIJ1498063,45864.99,20091016,0010
[55],001,1000,2005,1000020545,001,INV100000000012700,9494153995,TAE8255972,74089.56,20051008,0011
[56],001,1000,2024,1000021006,001,INV100000000012113,4362776332,YGQ8237982,70729.85,20241003,0021
[57],001,1000,2004,1000003055,002,INV100000000024785,6025395243,JJM5054555,147934.81,20041002,0001
[58],001,2000,2001,1000010423,001,INV100000000019224,3000003193,CZR7214715,177988.3,20011009,0001
[59],001,1000,2007,1000000057,001,INV100000000000087,1378562109,MTU0130847,104360.66,20071008,0010
[60],001,1000,2001,1000013397,001,INV100000000031279,4556026118,QYY2957205,123927.82,20011005,0001
[61],001,3000,2007,1000004010,002,INV100000000038991,9075306495,UKG9830524,39197.75,20071003,0026
[62],001,6000,2002,1000000136,001,INV100000000012533,9782863123,IUX2238877,80047.31,20021001,0006
[63],001,3000,2005,1000002046,001,INV100000000009313,4345453746,KVF4482570,190594.66,20051002,0006
[64],001,2000,2018,1000001067,001,INV100000000000628,1156125295,YMT4618717,186938.7,20181016,0009
[65],001,2000,2018,1000007671,001,INV100000000013066,6502487247,YMT4618717,152672.64,20181004,0009
[66],001,2000,2018,1000008991,001,INV100000000011963,3639383987,YMT4618717,120363.63,20181006,0009
[67],001,2000,2018,1000003501,001,INV100000000013722,2729908711,YMT4618717,74098.02,20181014,0009
[68],001,2000,2018,1000009075,001,INV100000000004544,1496570507,YMT4618717,177042.2,20181008,0009
[69],001,2000,2018,1000006966,001,INV100000000007711,2782952564,YMT4618717,86000.97,20181006,0009
[70],001,1000,2018,1000009791,001,INV100000000030740,5096424794,ZTM3306886,284608.55,20181012,0013
[71],001,3000,2019,1000026399,001,INV100000000007718,4418258449,JVE9656627,53146.9,20191010,0020
[72],001,3000,2013,1000000743,001,INV100000000002442,2480948284,YSV1911248,26740518.96,20131015,0005
[73],001,1000,2020,1000004939,001,INV100000000003767,5124491648,KBR7146665,122125947.01,20201008,0002
[74],001,1000,2007,1000010768,001,INV100000000004478,7999633982,QNK4898931,36542240.28,20070928,0019
[75],001,3000,2007,1000012133,001,INV100000000001891,5040758517,GXB1113780,116360.4,20070923,0017
[76],001,2000,2021,1000015035,001,INV100000000005378,9936335580,EEN7276041,219211.97,20210924,0013
[77],001,5000,2000,1000006573,001,INV100000000005575,0769981436,TLW0369383,32278734.41,20000927,0023
[78],001,4000,2012,1000013868,001,INV100000000006945,9378048823,TCO9263651,171746.99,20121019,0006
[79],001,3000,2018,1000006629,001,INV100000000005390,6284878521,BEY4435252,153124.43,20181019,0015
[80],001,3000,2018,1000011875,001,INV100000000017237,3861539218,BEY4435252,132877.69,20181003,0015
[81],001,3000,2018,1000003953,001,INV100000000020605,5311339607,BEY4435252,409721.18,20180928,0015
[82],001,1000,2010,1000008634,001,INV100000000002082,8972284764,MLW7256855,366230.82,20101020,0004
[83],001,1000,2011,1000000858,001,INV100000000002917,0817701379,SVK9876542,102835.31,20111003,0029
[84],001,3000,2014,1000002760,002,INV100000000007648,5493090854,SVK9876542,411386.95,20141006,0015
[85],001,3000,2005,1000022466,001,INV100000000008911,0383937766,XWZ9909813,234536.59,20051015,0023
[86],001,3000,2005,1000002846,002,INV100000000008224,8451496729,XWZ9909813,117795.28,20051020,0023
[87],001,3000,2005,1000006849,001,INV100000000017499,0140510193,XWZ9909813,129484.57,20051013,0023
[88],001,2000,2015,1000004794,001,INV100000000010421,9943881817,NVA0018948,2393095.62,20151011,0002
[89],001,1000,2011,1000003806,001,INV100000000002016,5571374481,AVR1905370,148200.65,20110930,0014
[90],001,1000,2022,1000027953,001,INV100000000016060,0430141740,KBR7146665,236673399.67,20221011,0002
[91],001,3000,2019,1000018788,001,INV100000000007683,5457473243,SIZ6820794,323013.48,20191022,0008
[92],001,1000,2021,1000004328,001,INV100000000000369,4506126119,GXB1113780,136968.72,20210929,0019
[93],001,1000,2020,1000000170,001,INV100000000038647,9035342019,XQI8289538,82588.81,20201006,0023
[94],001,5000,2002,1000022274,001,INV100000000000333,1810287659,HFX5107881,62874.64,20021005,0019
[95],001,5000,2002,1000000448,001,INV100000000006884,2208468104,HFX5107881,216865.94,20021003,0019
[96],001,1000,2000,1000002602,001,INV100000000009716,8028342190,ZYU5636450,85602.25,20001001,0027
[97],001,1000,2018,1000003583,001,INV100000000016772,0144808809,UXJ6820071,186613.51,20181024,0018
[98],001,1000,2018,1000002593,001,INV100000000003746,5997997621,KBR7146665,399794233.1,20181008,0002
[99],001,1000,2018,1000006621,001,INV100000000000116,0445967089,SVK9876542,150395.06,20181015,0029
[100],001,1000,2018,1000015775,001,INV100000000001238,0310663388,SVK9876542,41127.79,20181028,0029
[101],001,1000,2018,1000002352,001,INV100000000008642,1696946539,SVK9876542,369393.76,20181011,0029
[102],001,3000,2003,1000037677,001,INV100000000019230,7254448992,MUT0417299,137604.98,20031002,0001
[103],001,1000,2020,1000014365,001,INV100000000010362,8007617573,CZR7214715,146275.26,20201021,0028
[104],001,2000,2020,1000000484,002,INV100000000020522,4299863382,XWZ9909813,124285.12,20201016,0015
[105],001,2000,2020,1000009833,002,INV100000000010111,7118472591,XWZ9909813,46161.85,20201009,0015
[106],001,2000,2020,1000000423,001,INV100000000013959,2319465974,XWZ9909813,178233.38,20201027,0015
[107],001,2000,2020,1000002487,001,INV100000000000040,6743501082,XWZ9909813,73167.88,20201013,0015
[108],001,2000,2023,1000001207,001,INV100000000005805,4560079270,QNK4898931,39316814.74,20230926,0028
[109],001,4000,2016,1000001024,001,INV100000000001970,4205397525,XWZ9909813,64461.68,20161022,0002
[110],001,4000,2015,1000010381,002,INV100000000023332,3432263495,SVK9876542,108482.21,20151010,0014
[111],001,6000,2017,1000004571,001,INV100000000025374,8316395760,KST5094255,99709.08,20171008,0023
[112],001,1000,2006,1000033674,001,INV100000000021877,5633328135,ZAL0239607,91744.98,20061008,0008
[113],001,1000,2019,1000003622,001,INV100000000005795,0517044383,YSD3087280,86317.42,20190930,0024
[114],001,1000,2000,1000002810,001,INV100000000037804,2241192973,YSV1911248,28292594.84,20001002,0020
[115],001,6000,2009,1000002874,001,INV100000000011355,8592146091,UKG9830524,257330.04,20091012,0022
[116],001,2000,2022,1000002677,001,INV100000000022540,6753345840,TAE8255972,134594.02,20221011,0024
[117],001,2000,2022,1000002453,001,INV100000000012973,9485277819,TAE8255972,54437.97,20221023,0024
[118],001,2000,2022,1000001128,001,INV100000000006199,4999224816,TAE8255972,215647.35,20220923,0024
[119],001,2000,2022,1000006395,001,INV100000000024590,1263965380,TAE8255972,84303.13,20221007,0024
[120],001,2000,2022,1000004921,001,INV100000000004924,5294379637,TAE8255972,25706.77,20221018,0024
[121],001,1000,2020,1000014442,001,INV100000000020021,6642182061,HFX5107881,109725.9,20201013,0022
[122],001,1000,2020,1000002931,002,INV100000000004805,5529975393,HFX5107881,328781.19,20201009,0022
[123],001,1000,2020,1000002122,001,INV100000000000997,3349271044,HFX5107881,117263.4,20201009,0022
[124],001,1000,2007,1000004658,001,INV100000000010704,8422090614,JYB8631854,28581.07,20071001,0002
[125],001,1000,2003,1000001116,001,INV100000000010268,2741239461,SIZ6820794,305481.24,20030924,0004
[126],001,2000,2003,1000004562,001,INV100000000008739,7209334746,GPN1729300,261237912.25,20031018,0010
[127],001,1000,2017,1000001455,001,INV100000000009622,5770005919,BEY4435252,267424.39,20171009,0012
[128],001,1000,2012,1000002427,001,INV100000000002162,2627073804,ZTM3306886,193805.88,20120926,0013
[129],001,1000,2008,1000041271,001,INV100000000011910,6922291974,ZAL0239607,78159.51,20081003,0008
[130],001,1000,2008,1000017557,001,INV100000000000813,6096073599,ZAL0239607,174912.05,20081010,0008
[131],001,1000,2008,1000004597,001,INV100000000003854,8041915433,ZAL0239607,150874.24,20081028,0008
[132],001,1000,2008,1000009942,001,INV100000000001036,2428207448,ZAL0239607,397610.0,20080925,0008
[133],001,1000,2008,1000002231,001,INV100000000078943,4358503648,ZAL0239607,86504.81,20081008,0008
[134],001,1000,2008,1000009444,001,INV100000000010316,3902579925,ZAL0239607,153691.43,20081004,0008
[135],001,1000,2010,1000006224,001,INV100000000021613,4578042549,SVK9876542,179154.63,20101015,0029
[136],001,1000,2010,1000001159,001,INV100000000004690,9791814189,SVK9876542,211095.73,20100923,0029
[137],001,1000,2010,1000007751,001,INV100000000004317,3755413810,SVK9876542,40126.31,20100930,0029
[138],001,1000,2005,1000009768,001,INV100000000000993,7996978175,YMT4618717,168262.84,20051010,0017
[139],001,1000,2005,1000005763,001,INV100000000019342,0762369809,YMT4618717,86284.6,20050930,0017
[140],001,1000,2005,1000007102,001,INV100000000003853,7241536219,YMT4618717,272218.7,20051013,0017
[141],001,1000,2005,1000018525,001,INV100000000018556,5264091710,YMT4618717,220481.01,20051015,0017
[142],001,1000,2005,1000003569,001,INV100000000007522,3000195009,YMT4618717,90840.05,20051022,0017
[143],001,1000,2005,1000009518,001,INV100000000001301,9777284850,YMT4618717,66680.56,20050928,0017
[144],001,3000,2018,1000007111,001,INV100000000000540,9845201625,XQI8289538,63357.2,20181012,0010
[145],001,1000,2004,1000049969,001,INV100000000006338,0737579604,GPN1729300,259268904.59,20041009,0006
[146],001,2000,2016,1000020879,001,INV100000000010181,9945321479,DDD0641353,176708.63,20161007,0023
[147],001,2000,2016,1000004487,001,INV100000000001501,6517384398,DDD0641353,159180.2,20161004,0023
[148],001,2000,2016,1000011589,001,INV100000000001623,4327994318,DDD0641353,152625.36,20161004,0023
[149],001,2000,2016,1000003061,001,INV100000000004538,8583107683,DDD0641353,199994.3,20161012,0023
[150],001,3000,2006,1000013087,001,INV100000000009685,7218001070,BEY4435252,237837.87,20061009,0015
[151],001,2000,2020,1000019191,001,INV100000000003378,8804668776,AVR1905370,225819.16,20201021,0024
[152],001,1000,2019,1000010786,001,INV100000000001032,4397082772,PNH6985521,161309.5,20191007,0021
[153],001,1000,2019,1000004568,001,INV100000000019637,7602447289,PNH6985521,101419.21,20191012,0021
[154],001,1000,2019,1000018613,001,INV100000000006685,6551999747,PNH6985521,318033.43,20191016,0021
[155],001,1000,2019,1000002541,001,INV100000000000029,6211784630,PNH6985521,210244.94,20190921,0021
[156],001,1000,2019,1000004716,002,INV100000000028099,9334642125,PNH6985521,122899.05,20190924,0021
[157],001,1000,2019,1000009062,001,INV100000000021761,6177772783,PNH6985521,83495.35,20190928,0021
[158],001,4000,2001,1000017058,001,INV100000000006431,6548466458,JYB8631854,63084.87,20011012,0026
[159],001,4000,2001,1000002597,001,INV100000000013338,9894148158,JYB8631854,186190.22,20010922,0026
[160],001,1000,2017,1000010633,001,INV100000000021812,4023867296,TCO9263651,278582.16,20170928,0022
[161],001,1000,2003,1000005272,001,INV100000000001217,4939678887,YMT4618717,15587.49,20031005,0017
[162],001,4000,2022,1000000171,001,INV100000000001003,7334090099,DDD0641353,105918.54,20221004,0030
[163],001,4000,2022,1000027116,001,INV100000000003300,7751672107,DDD0641353,100622.46,20221019,0030
[164],001,4000,2022,1000007063,002,INV100000000007209,9174187430,DDD0641353,35917.88,20221024,0030
[165],001,2000,2005,1000032592,002,INV100000000017522,3636357931,CEI4303673,103298.67,20050930,0022
[166],001,2000,2005,1000008106,001,INV100000000039801,4661978032,CEI4303673,224472.3,20051006,0022
[167],001,2000,2005,1000009893,001,INV100000000007268,5932006129,CEI4303673,98034.24,20051008,0022
[168],001,2000,2005,1000006121,001,INV100000000007856,7077051135,CEI4303673,76757.0,20051017,0022
[169],001,1000,2005,1000009824,001,INV100000000007732,2394879946,YGQ8237982,91105.88,20051002,0021
[170],001,1000,2016,1000000060,001,INV100000000036135,4401594842,ABL2462450,96361.08,20161004,0010
[171],001,2000,2020,1000007156,001,INV100000000000784,8769471567,ZTM3306886,187078.03,20201006,0025
[172],001,1000,2005,1000000431,001,INV100000000020500,6996955916,QYY2957205,157619.98,20051019,0001
[173],001,2000,2002,1000006179,001,INV100000000008650,9195942065,TLW0369383,27864641.41,20020927,0022
[174],001,1000,2022,1000016724,002,INV100000000007014,4992856448,EXV9923358,173184.21,20221026,0011
[175],001,1000,2001,1000014456,001,INV100000000000512,6490931964,ZAL0239607,119007.92,20011006,0008
[176],001,1000,2023,1000001821,001,INV100000000006263,3027346378,EVP4571878,246466.41,20230928,0017
[177],001,4000,2015,1000000759,001,INV100000000005256,0338137715,SVK9876542,106369.96,20151002,0014
[178],001,4000,2015,1000001379,001,INV100000000004893,5030161251,SVK9876542,84147.16,20151003,0014
[179],001,4000,2015,1000016594,001,INV100000000005511,5586117820,SVK9876542,108583.74,20151010,0014
[180],001,4000,2015,1000000877,001,INV100000000011685,3427429866,SVK9876542,108867.35,20151021,0014
[181],001,1000,2014,1000018632,001,INV100000000002290,9705957964,PNH6985521,192589.32,20141001,0021
[182],001,1000,2022,1000001077,001,INV100000000004382,3252511128,BEY4435252,108687.43,20221011,0012
[183],001,1000,2017,1000002674,001,INV100000000004859,2615545042,EVP4571878,340382.29,20170929,0017
[184],001,1000,2017,1000000515,001,INV100000000016043,1102475969,EVP4571878,228626.74,20171013,0017
[185],001,1000,2017,1000011566,001,INV100000000012345,0240579824,EVP4571878,155136.32,20171016,0017
[186],001,1000,2017,1000001430,001,INV100000000001261,7701327393,EVP4571878,237786.94,20171013,0017
[187],001,1000,2017,1000000678,002,INV100000000010723,6496407094,EVP4571878,205115.38,20171005,0017
[188],001,1000,2014,1000009558,001,INV100000000016080,9844007129,SVK9876542,248024.41,20141017,0029
[189],001,1000,2002,1000015734,001,INV100000000009396,2491031093,ABL2462450,32565.53,20021016,0010
[190],001,1000,2013,1000007345,003,INV100000000012886,5396252335,XVO6675883,222666.33,20131009,0026
[191],001,3000,2004,1000007483,001,INV100000000004890,1026072017,TCO9263651,99168.36,20041008,0011
[192],001,3000,2004,1000004056,002,INV100000000004673,9434610282,TCO9263651,59297.99,20041001,0011
[193],001,3000,2004,1000002181,001,INV100000000006963,3820242574,TCO9263651,274645.79,20041023,0011
[194],001,1000,2011,1000009657,001,INV100000000005136,5628177016,QYY2957205,18367.27,20111008,0001
[195],001,1000,2016,1000001887,001,INV100000000020459,2690114869,JJM5054555,163482.45,20160927,0001
[196],001,1000,2016,1000018904,002,INV100000000002642,9193973505,JJM5054555,181429.61,20161005,0001
[197],001,1000,2016,1000001836,001,INV100000000034931,3921843808,JJM5054555,377097.93,20160927,0001
[198],001,2000,2019,1000000897,001,INV100000000004713,7899341399,EIJ1498063,121164.94,20191011,0022
[199],001,1000,2023,1000000662,002,INV100000000012097,3496049439,UXJ6820071,143231.43,20230923,0018
[200],001,1000,2005,1000009534,001,INV100000000016959,6766986329,SVK9876542,68119.54,20051006,0029
[201],001,3000,2019,1000007934,001,INV100000000008647,7499017509,TLW0369383,23073235.62,20191009,0005
[202],001,2000,2017,1000002076,001,INV100000000006671,0927553751,TCO9263651,164882.88,20171015,0013
[203],001,1000,2010,1000005777,001,INV100000000004866,7678498730,JJM5054555,133922.77,20101013,0001
[204],001,1000,2005,1000007079,001,INV100000000008727,8144558882,QYY2957205,382557.48,20051013,0001
[205],001,2000,2005,1000009896,001,INV100000000017613,9251296989,XVO6675883,148144.23,20051004,0029
[206],001,2000,2020,1000000145,001,INV100000000005531,7259700264,EIJ1498063,239370.9,20201001,0022
[207],001,2000,2020,1000005850,001,INV100000000002298,5759099475,EIJ1498063,178903.37,20200928,0022
[208],001,2000,2020,1000010669,001,INV100000000000151,8497614758,EIJ1498063,180725.73,20201010,0022
[209],001,2000,2020,1000000275,001,INV100000000026248,5812002035,EIJ1498063,289600.74,20201022,0022
[210],001,1000,2005,1000003280,001,INV100000000006115,4424685770,UXJ6820071,82958.89,20051008,0018
[211],001,4000,2004,1000006520,001,INV100000000001525,1093165410,EXV9923358,178759.34,20041013,0024
[212],001,6000,2015,1000002539,001,INV100000000001442,1737655147,EEN7276041,198285.58,20150929,0016
[213],001,4000,2024,1000005535,001,INV100000000003079,2088224025,QNK4898931,7674600.61,20241001,0020
[214],001,1000,2014,1000003470,001,INV100000000014373,1231239981,SVK9876542,99744.98,20141008,0029
[215],001,1000,2016,1000010395,001,INV100000000000007,8594827498,ABL2462450,138525.0,20160925,0010
[216],001,5000,2019,1000002905,001,INV100000000015656,9537872515,JJM5054555,152154.03,20190930,0022
[217],001,5000,2019,1000011079,001,INV100000000006525,7878574984,JJM5054555,108772.73,20190921,0022
[218],001,1000,2002,1000000541,001,INV100000000005590,0871756210,NVA0018948,2238042.81,20021017,0001
[219],001,1000,2015,1000005832,001,INV100000000007960,4357157829,MLW7256855,127013.29,20151016,0004
[220],001,1000,2015,1000010403,002,INV100000000004573,7254757215,MLW7256855,263268.99,20151025,0004
[221],001,1000,2015,1000016086,002,INV100000000000622,8775929330,MLW7256855,84440.39,20151005,0004
[222],001,1000,2015,1000003170,001,INV100000000004864,3924187058,MLW7256855,79468.43,20150926,0004
[223],001,1000,2023,1000002295,001,INV100000000004999,1147717360,KST5094255,153847.71,20231009,0005
[224],001,4000,2020,1000006199,001,INV100000000023421,4400322334,MLW7256855,55781.43,20201012,0019
[225],001,1000,2024,1000005225,001,INV100000000012083,7707311076,ABL2462450,267396.68,20240926,0010
[226],001,1000,2022,1000002921,002,INV100000000019654,0910438546,CZR7214715,287122.88,20221003,0028
[227],001,2000,2003,1000001696,001,INV100000000003465,4246938183,JJM5054555,70058.57,20031002,0008
[228],001,2000,2009,1000006385,002,INV100000000014905,8120951323,UKG9830524,57310.57,20091005,0020
[229],001,2000,2007,1000011022,001,INV100000000025115,4770656029,MLW7256855,93152.57,20071030,0006
[230],001,1000,2005,1000005876,002,INV100000000022536,1389222342,XQI8289538,206292.44,20051007,0023
[231],001,3000,2021,1000004114,001,INV100000000056386,7241427226,UNU1323836,284166.34,20211007,0019
[232],001,1000,2017,1000000025,001,INV100000000007192,5612310892,UKG9830524,181440.75,20170927,0030
[233],001,2000,2014,1000012894,001,INV100000000001515,1770938442,JVE9656627,302302.05,20141007,0001
[234],001,1000,2013,1000020980,001,INV100000000003478,8108664100,MLW7256855,237523.83,20131011,0004
[235],001,1000,2007,1000009450,001,INV100000000005278,7431250062,KBR7146665,251450025.94,20071008,0002
[236],001,1000,2007,1000007322,001,INV100000000011861,9446498752,KBR7146665,255406606.58,20071013,0002
[237],001,1000,2007,1000000141,001,INV100000000000644,1240285381,KBR7146665,462573522.71,20071009,0002
[238],001,2000,2006,1000003051,001,INV100000000008729,3307724797,YGQ8237982,158758.47,20061010,0009
[239],001,1000,2001,1000011525,001,INV100000000001606,1388950617,KBR7146665,143132272.46,20010926,0002
[240],001,2000,2012,1000026042,002,INV100000000001677,9809847346,TCO9263651,294648.32,20120929,0013
[241],001,2000,2012,1000017147,001,INV100000000014630,9381467511,TCO9263651,47168.08,20121021,0013
[242],001,2000,2012,1000033420,001,INV100000000021062,9040497504,TCO9263651,98384.8,20121014,0013
[243],001,2000,2012,1000013062,001,INV100000000002919,1217371092,TCO9263651,218135.8,20121013,0013
[244],001,4000,2011,1000002087,001,INV100000000008764,0607257019,EVP4571878,172844.04,20111004,0019
[245],001,4000,2011,1000009272,001,INV100000000012904,2423598249,EVP4571878,96150.63,20110926,0019
[246],001,4000,2011,1000015052,001,INV100000000006616,2318610302,EVP4571878,125344.31,20110929,0019
[247],001,4000,2011,1000006281,001,INV100000000004928,9911537582,EVP4571878,183138.61,20111013,0019
[248],001,1000,2016,1000003692,001,INV100000000051430,5165991561,TLW0369383,41114176.36,20161005,0015
[249],001,1000,2008,1000002944,002,INV100000000000802,5334106035,MTU0130847,357776.52,20081021,0010
[250],001,1000,2003,1000000625,001,INV100000000008288,0305013759,JVE9656627,170533.41,20031017,0009
[251],001,4000,2001,1000010584,001,INV100000000011853,5881943628,KBR7146665,193507300.87,20011014,0028
[252],001,2000,2001,1000000023,001,INV100000000006613,4949683651,TLW0369383,54333768.65,20010921,0022
[253],001,8000,2010,1000007595,002,INV100000000003619,1656278966,XVO6675883,129053.55,20101003,0026
[254],001,8000,2010,1000022561,001,INV100000000016055,0165249539,XVO6675883,59137.97,20101005,0026
[255],001,2000,2006,1000027861,001,INV100000000004150,0574156939,XQI8289538,397968.42,20060926,0011
[256],001,2000,2018,1000027893,001,INV100000000000564,2531203875,GXB1113780,151698.11,20180924,0004
[257],001,1000,2019,1000001925,001,INV100000000011817,4307162005,HFX5107881,221943.33,20190928,0022
[258],001,3000,2011,1000005653,001,INV100000000003443,8723018802,HFX5107881,190617.15,20111002,0009
[259],001,3000,2011,1000014825,001,INV100000000019917,1802259414,HFX5107881,154458.53,20110929,0009
[260],001,3000,2011,1000024428,001,INV100000000005128,0864303752,HFX5107881,102534.76,20111005,0009
[261],001,3000,2011,1000008811,001,INV100000000006709,6369948667,HFX5107881,264894.45,20111002,0009
[262],001,1000,2023,1000000590,002,INV100000000002589,6724877893,BEY4435252,98893.41,20231015,0012
[263],001,1000,2023,1000002987,001,INV100000000001908,9117165171,BEY4435252,137198.81,20231010,0012
[264],001,1000,2023,1000014011,001,INV100000000001881,1150652184,BEY4435252,439451.25,20231003,0012
[265],001,1000,2023,1000013659,001,INV100000000000481,0415200007,BEY4435252,36976.79,20230923,0012
[266],001,2000,2000,1000003516,001,INV100000000004844,7761482673,GPN1729300,254903605.02,20001017,0010
[267],001,4000,2008,1000021913,001,INV100000000010787,8803071403,RJT9884296,74833.37,20080922,0009
[268],001,2000,2023,1000000650,001,INV100000000005044,1152219024,ZTM3306886,108820.0,20230923,0025
[269],001,2000,2023,1000013800,001,INV100000000000171,0941471739,ZTM3306886,115314.11,20231023,0025
[270],001,1000,2020,1000004124,001,INV100000000013726,7227378763,EIJ1498063,312758.8,20200929,0010
[271],001,2000,2021,1000019138,001,INV100000000001208,0912955829,TAE8255972,281090.09,20211016,0024
[272],001,1000,2004,1000000297,002,INV100000000000612,2751080805,NVA0018948,2913862.07,20041009,0001
[273],001,1000,2001,1000033733,001,INV100000000010012,8978901259,KST5094255,165703.96,20011008,0005
[274],001,1000,2023,1000007125,001,INV100000000006881,1750717536,JJM5054555,21967.39,20231019,0001
