invoice_id,MANDT,BURKS,GJAHR,BELNR,WAERS,BLDAT
[142],001,1000,2005,1000003569,USD,20050920
[143],001,1000,2005,1000009518,USD,20050920
[144],001,3000,2018,1000007111,USD,20180920
[145],001,1000,2004,1000049969,KRW,20040920
[146],001,2000,2016,1000020879,USD,20160920
[147],001,2000,2016,1000004487,USD,20160920
[148],001,2000,2016,1000011589,USD,20160920
[149],001,2000,2016,1000003061,USD,20160920
[150],001,3000,2006,1000013087,USD,20060920
[151],001,2000,2020,1000019191,EUR,20200920
[152],001,1000,2019,1000010786,USD,20190920
[153],001,1000,2019,1000004568,USD,20190920
[154],001,1000,2019,1000018613,USD,20190920
[155],001,1000,2019,1000002541,USD,20190920
[156],001,1000,2019,1000004716,USD,20190920
[157],001,1000,2019,1000009062,USD,20190920
[158],001,4000,2001,1000017058,USD,20010920
[159],001,4000,2001,1000002597,USD,20010920
[160],001,1000,2017,1000010633,EUR,20170920
[161],001,1000,2003,1000005272,USD,20030920
[162],001,4000,2022,1000000171,USD,20220920
[163],001,4000,2022,1000027116,USD,20220920
[164],001,4000,2022,1000007063,USD,20220920
[165],001,2000,2005,1000032592,EUR,20050920
[166],001,2000,2005,1000008106,EUR,20050920
[167],001,2000,2005,1000009893,EUR,20050920
[168],001,2000,2005,1000006121,EUR,20050920
[169],001,1000,2005,1000009824,USD,20050920
[170],001,1000,2016,1000000060,EUR,20160920
[171],001,2000,2020,1000007156,EUR,20200920
[172],001,1000,2005,1000000431,EUR,20050920
[173],001,2000,2002,1000006179,JPY,20020920
[174],001,1000,2022,1000016724,USD,20220920
[175],001,1000,2001,1000014456,USD,20010920
[176],001,1000,2023,1000001821,EUR,20230920
[177],001,4000,2015,1000000759,USD,20150920
[178],001,4000,2015,1000001379,USD,20150920
[179],001,4000,2015,1000016594,USD,20150920
[180],001,4000,2015,1000000877,USD,20150920
[181],001,1000,2014,1000018632,USD,20140920
[182],001,1000,2022,1000001077,USD,20220920
[183],001,1000,2017,1000002674,EUR,20170920
[184],001,1000,2017,1000000515,EUR,20170920
[185],001,1000,2017,1000011566,EUR,20170920
[186],001,1000,2017,1000001430,EUR,20170920
[187],001,1000,2017,1000000678,EUR,20170920
[188],001,1000,2014,1000009558,USD,20140920
[189],001,1000,2002,1000015734,EUR,20020920
[190],001,1000,2013,1000007345,USD,20130920
[191],001,3000,2004,1000007483,EUR,20040920
[192],001,3000,2004,1000004056,EUR,20040920
[193],001,3000,2004,1000002181,EUR,20040920
[194],001,1000,2011,1000009657,EUR,20110920
[195],001,1000,2016,1000001887,USD,20160920
[196],001,1000,2016,1000018904,USD,20160920
[197],001,1000,2016,1000001836,USD,20160920
[198],001,2000,2019,1000000897,USD,20190920
[199],001,1000,2023,1000000662,CHF,20230920
[200],001,1000,2005,1000009534,USD,20050920
[201],001,3000,2019,1000007934,JPY,20190920
[202],001,2000,2017,1000002076,EUR,20170920
[203],001,1000,2010,1000005777,USD,20100920
[204],001,1000,2005,1000007079,EUR,20050920
[205],001,2000,2005,1000009896,USD,20050920
[206],001,2000,2020,1000000145,USD,20200920
[207],001,2000,2020,1000005850,USD,20200920
[208],001,2000,2020,1000010669,USD,20200920
[209],001,2000,2020,1000000275,USD,20200920
[210],001,1000,2005,1000003280,CHF,20050920
[211],001,4000,2004,1000006520,USD,20040920
[212],001,6000,2015,1000002539,USD,20150920
[213],001,4000,2024,1000005535,JPY,20240920
[214],001,1000,2014,1000003470,USD,20140920
[215],001,1000,2016,1000010395,EUR,20160920
[216],001,5000,2019,1000002905,USD,20190920
[217],001,5000,2019,1000011079,USD,20190920
[218],001,1000,2002,1000000541,NOK,20020920
[219],001,1000,2015,1000005832,AUD,20150920
[220],001,1000,2015,1000010403,AUD,20150920
[221],001,1000,2015,1000016086,AUD,20150920
[222],001,1000,2015,1000003170,AUD,20150920
[223],001,1000,2023,1000002295,EUR,20230920
[224],001,4000,2020,1000006199,AUD,20200920
[225],001,1000,2024,1000005225,EUR,20240920
[226],001,1000,2022,1000002921,USD,20220920
[227],001,2000,2003,1000001696,USD,20030920
[228],001,2000,2009,1000006385,USD,20090920
[229],001,2000,2007,1000011022,AUD,20070920
[230],001,1000,2005,1000005876,USD,20050920
[231],001,3000,2021,1000004114,USD,20210920
[232],001,1000,2017,1000000025,USD,20170920
[233],001,2000,2014,1000012894,USD,20140920
[234],001,1000,2013,1000020980,AUD,20130920
[235],001,1000,2007,1000009450,KRW,20070920
[236],001,1000,2007,1000007322,KRW,20070920
[237],001,1000,2007,1000000141,KRW,20070920
[238],001,2000,2006,1000003051,USD,20060920
[239],001,1000,2001,1000011525,KRW,20010920
[240],001,2000,2012,1000026042,EUR,20120920
[241],001,2000,2012,1000017147,EUR,20120920
[242],001,2000,2012,1000033420,EUR,20120920
[243],001,2000,2012,1000013062,EUR,20120920
[244],001,4000,2011,1000002087,EUR,20110920
[245],001,4000,2011,1000009272,EUR,20110920
[246],001,4000,2011,1000015052,EUR,20110920
[247],001,4000,2011,1000006281,EUR,20110920
[248],001,1000,2016,1000003692,JPY,20160920
[249],001,1000,2008,1000002944,USD,20080920
[250],001,1000,2003,1000000625,USD,20030920
[251],001,4000,2001,1000010584,KRW,20010920
[252],001,2000,2001,1000000023,JPY,20010920
[253],001,8000,2010,1000007595,USD,20100920
[254],001,8000,2010,1000022561,USD,20100920
[255],001,2000,2006,1000027861,USD,20060920
[256],001,2000,2018,1000027893,EUR,20180920
[257],001,1000,2019,1000001925,USD,20190920
[258],001,3000,2011,1000005653,USD,20110920
[259],001,3000,2011,1000014825,USD,20110920
[260],001,3000,2011,1000024428,USD,20110920
[261],001,3000,2011,1000008811,USD,20110920
[262],001,1000,2023,1000000590,USD,20230920
[263],001,1000,2023,1000002987,USD,20230920
[264],001,1000,2023,1000014011,USD,20230920
[265],001,1000,2023,1000013659,USD,20230920
[266],001,2000,2000,1000003516,KRW,20000920
[267],001,4000,2008,1000021913,EUR,20080920
[268],001,2000,2023,1000000650,EUR,20230920
[269],001,2000,2023,1000013800,EUR,20230920
[270],001,1000,2020,1000004124,USD,20200920
[271],001,2000,2021,1000019138,EUR,20210920
[272],001,1000,2004,1000000297,NOK,20040920
[273],001,1000,2001,1000033733,EUR,20010920
[274],001,1000,2023,1000007125,USD,20230920
[275],001,3000,2012,1000007565,EUR,20120920
[276],001,1000,2016,1000037016,USD,20160920
[277],001,1000,2016,1000014256,EUR,20160920
[278],001,3000,2006,1000002570,USD,20060920
[279],001,1000,2003,1000001659,JPY,20030920
[280],001,2000,2008,1000007422,KRW,20080920
[281],001,1000,2005,1000005419,EUR,20050920
[282],001,3000,2008,1000019517,USD,20080920
[283],001,1000,2000,1000002067,EUR,20000920
[284],001,1000,2014,1000001324,USD,20140920
[285],001,1000,2018,1000001956,USD,20180920
[286],001,1000,2001,1000003002,JPY,20010920
[287],001,2000,2005,1000028006,USD,20050920
[288],001,1000,2016,1000003542,NZD,20160920
[289],001,4000,2008,1000016701,USD,20080920
[290],001,1000,2013,1000004415,USD,20130920
[291],001,5000,2005,1000020341,USD,20050920
[292],001,1000,2018,1000014928,USD,20180920
[293],001,2000,2006,1000005153,USD,20060920
[294],001,1000,2022,1000015756,EUR,20220920
[295],001,1000,2016,1000001928,KRW,20160920
[296],001,1000,2003,1000004923,JPY,20030920
[297],001,6000,2007,1000000315,USD,20070920
[298],001,6000,2007,1000017933,USD,20070920
[299],001,6000,2007,1000000740,USD,20070920
[300],001,1000,2017,1000079170,USD,20170920
[301],001,2000,2021,1000009303,USD,20210920
[302],001,2000,2021,1000025360,USD,20210920
[303],001,2000,2021,1000008150,USD,20210920
[304],001,2000,2021,1000004545,USD,20210920
[305],001,2000,2017,1000003836,USD,20170920
[306],001,2000,2013,1000004218,SEK,20130920
[307],001,2000,2013,1000002021,SEK,20130920
[308],001,2000,2005,1000023325,KRW,20050920
[309],001,1000,2008,1000004102,USD,20080920
[310],001,1000,2022,1000000181,USD,20220920
[311],001,1000,2008,1000009674,EUR,20080920
[312],001,1000,2008,1000006822,EUR,20080920
[313],001,1000,2008,1000015023,EUR,20080920
[314],001,1000,2024,1000001972,CHF,20240920
[315],001,2000,2001,1000001827,EUR,20010920
[316],001,2000,2013,1000002456,USD,20130920
[317],001,2000,2013,1000000038,USD,20130920
[318],001,2000,2013,1000001857,USD,20130920
[319],001,2000,2013,1000007954,USD,20130920
[320],001,2000,2012,1000004793,USD,20120920
[321],001,1000,2022,1000015418,USD,20220920
[322],001,2000,2023,1000002338,USD,20230920
[323],001,2000,2008,1000012162,EUR,20080920
[324],001,1000,2019,1000000633,USD,20190920
[325],001,1000,2023,1000005799,KRW,20230920
[326],001,2000,2009,1000004975,USD,20090920
[327],001,1000,2003,1000003064,USD,20030920
[328],001,1000,2016,1000010183,JPY,20160920
[329],001,3000,2013,1000000602,AUD,20130920
[330],001,1000,2003,1000050008,USD,20030920
[331],001,1000,2006,1000007772,KRW,20060920
[332],001,1000,2015,1000002449,USD,20150920
[333],001,3000,2007,1000000392,JPY,20070920
[334],001,1000,2014,1000008397,USD,20140920
[335],001,1000,2003,1000008544,EUR,20030920
[336],001,2000,2006,1000010150,USD,20060920
[337],001,1000,2017,1000025129,USD,20170920
[338],001,1000,2023,1000001655,USD,20230920
[339],001,5000,2019,1000004210,KRW,20190920
[340],001,5000,2019,1000000240,KRW,20190920
[341],001,5000,2019,1000010916,KRW,20190920
[342],001,5000,2019,1000008155,KRW,20190920
[343],001,1000,2016,1000014548,NZD,20160920
[344],001,1000,2001,1000011909,EUR,20010920
[345],001,1000,2001,1000020177,EUR,20010920
[346],001,1000,2001,1000001877,EUR,20010920
[347],001,1000,2001,1000008115,EUR,20010920
[348],001,2000,2014,1000019300,EUR,20140920
[349],001,2000,2014,1000024922,EUR,20140920
[350],001,1000,2013,1000016485,EUR,20130920
[351],001,4000,2006,1000034347,USD,20060920
[352],001,1000,2007,1000012665,USD,20070920
[353],001,1000,2015,1000000804,EUR,20150920
[354],001,3000,2002,1000014110,USD,20020920
[355],001,1000,2006,1000004835,EUR,20060920
[356],001,1000,2006,1000008236,EUR,20060920
[357],001,1000,2006,1000005091,EUR,20060920
[358],001,1000,2020,1000000993,EUR,20200920
[359],001,1000,2024,1000005345,USD,20240920
[360],001,2000,2019,1000029682,USD,20190920
[361],001,1000,2016,1000018564,USD,20160920
[362],001,1000,2016,1000007604,USD,20160920
[363],001,1000,2016,1000002934,USD,20160920
[364],001,1000,2016,1000001438,USD,20160920
[365],001,2000,2006,1000021586,EUR,20060920
[366],001,1000,2002,1000009654,USD,20020920
[367],001,1000,2016,1000001686,USD,20160920
[368],001,2000,2023,1000010692,USD,20230920
[369],001,3000,2004,1000001704,USD,20040920
[370],001,2000,2001,1000009143,JPY,20010920
[371],001,3000,2001,1000003997,USD,20010920
[372],001,4000,2007,1000011892,USD,20070920
[373],001,5000,2008,1000004380,AUD,20080920
[374],001,1000,2019,1000026217,EUR,20190920
[375],001,1000,2012,1000002655,USD,20120920
[376],001,1000,2014,1000018750,USD,20140920
[377],001,1000,2014,1000011322,USD,20140920
[378],001,1000,2014,1000002591,USD,20140920
[379],001,1000,2014,1000040212,USD,20140920
[380],001,1000,2017,1000010978,JPY,20170920
[381],001,1000,2019,1000007313,NZD,20190920
[382],001,3000,2013,1000018410,EUR,20130920
[383],001,3000,2013,1000021615,EUR,20130920
[384],001,1000,2019,1000005684,EUR,20190920
[385],001,1000,2019,1000009364,EUR,20190920
[386],001,4000,2024,1000012355,USD,20240920
[387],001,1000,2021,1000003194,EUR,20210920
[388],001,1000,2021,1000012701,EUR,20210920
[389],001,1000,2021,1000042289,EUR,20210920
[390],001,3000,2014,1000001712,USD,20140920
[391],001,1000,2000,1000003262,JPY,20000920
[392],001,4000,2001,1000013020,USD,20010920
[393],001,4000,2001,1000005048,USD,20010920
[394],001,4000,2001,1000002933,USD,20010920
[395],001,4000,2001,1000004107,USD,20010920
[396],001,4000,2001,1000004159,USD,20010920
[397],001,4000,2001,1000004006,USD,20010920
[398],001,3000,2015,1000001926,EUR,20150920
[399],001,1000,2015,1000016615,EUR,20150920
[400],001,1000,2024,1000002354,EUR,20240920
[401],001,1000,2011,1000019951,CHF,20110920
[402],001,2000,2000,1000014003,EUR,20000920
[403],001,1000,2014,1000010297,USD,20140920
[404],001,1000,2021,1000014220,EUR,20210920
[405],001,2000,2009,1000006526,SEK,20090920
[406],001,1000,2001,1000014816,USD,20010920
[407],001,1000,2023,1000005365,USD,20230920
[408],001,1000,2015,1000005731,EUR,20150920
[409],001,1000,2013,1000006484,EUR,20130920
[410],001,1000,2019,1000002308,USD,20190920
[411],001,1000,2005,1000004208,USD,20050920
[412],001,3000,2014,1000004985,JPY,20140920
[413],001,1000,2015,1000008415,NOK,20150920
[414],001,1000,2018,1000002668,USD,20180920
[415],001,1000,2015,1000001905,JPY,20150920
[416],001,4000,2024,1000024675,USD,20240920
[417],001,1000,2022,1000001890,USD,20220920
[418],001,2000,2008,1000011568,EUR,20080920
[419],001,3000,2019,1000020211,USD,20190920
[420],001,2000,2018,1000002795,USD,20180920
[421],001,3000,2024,1000005974,EUR,20240920
[422],001,3000,2023,1000019687,EUR,20230920
[423],001,1000,2012,1000019405,KRW,20120920
[424],001,1000,2019,1000006035,USD,20190920
[425],001,2000,2014,1000007173,JPY,20140920
[426],001,2000,2014,1000003264,JPY,20140920
[427],001,2000,2014,1000009184,JPY,20140920
[428],001,2000,2014,1000009563,JPY,20140920
[429],001,2000,2014,1000003668,JPY,20140920
[430],001,3000,2018,1000006008,USD,20180920
[431],001,1000,2020,1000012611,USD,20200920
[432],001,1000,2020,1000009694,USD,20200920
[433],001,1000,2020,1000023974,USD,20200920
[434],001,1000,2020,1000004198,USD,20200920
[435],001,1000,2014,1000013462,AUD,20140920
[436],001,2000,2023,1000001918,USD,20230920
[437],001,1000,2013,1000014498,EUR,20130920
[438],001,2000,2022,1000001062,EUR,20220920
[439],001,1000,2017,1000037186,USD,20170920
[440],001,4000,2010,1000007365,EUR,20100920
[441],001,3000,2009,1000002754,JPY,20090920
[442],001,3000,2009,1000005078,JPY,20090920
[443],001,3000,2009,1000016845,JPY,20090920
[444],001,2000,2016,1000011998,EUR,20160920
[445],001,2000,2016,1000003111,EUR,20160920
[446],001,2000,2016,1000009171,EUR,20160920
[447],001,2000,2016,1000002963,EUR,20160920
[448],001,2000,2016,1000001530,EUR,20160920
[449],001,1000,2004,1000009279,USD,20040920
[450],001,2000,2007,1000010765,USD,20070920
[451],001,3000,2005,1000015436,USD,20050920
[452],001,3000,2005,1000002420,USD,20050920
[453],001,3000,2005,1000003666,USD,20050920
[454],001,3000,2005,1000015624,USD,20050920
[455],001,2000,2022,1000009020,USD,20220920
[456],001,1000,2018,1000018869,USD,20180920
[457],001,1000,2018,1000001332,USD,20180920
[458],001,1000,2018,1000018732,USD,20180920
[459],001,1000,2018,1000009007,USD,20180920
[460],001,1000,2018,1000000601,USD,20180920
[461],001,2000,2014,1000007744,EUR,20140920
[462],001,3000,2001,1000008658,USD,20010920
[463],001,3000,2005,1000005557,EUR,20050920
[464],001,1000,2021,1000019612,USD,20210920
[465],001,2000,2016,1000013933,USD,20160920
[466],001,4000,2022,1000015394,USD,20220920
[467],001,1000,2023,1000048344,USD,20230920
[468],001,1000,2012,1000013759,USD,20120920
[469],001,2000,2017,1000000076,USD,20170920
[470],001,3000,2010,1000021785,USD,20100920
[471],001,1000,2015,1000007417,USD,20150920
[472],001,3000,2012,1000002735,USD,20120920
[473],001,1000,2012,1000007703,KRW,20120920
[474],001,1000,2012,1000033117,KRW,20120920
[475],001,1000,2012,1000022821,KRW,20120920
[476],001,1000,2012,1000011690,KRW,20120920
[477],001,1000,2018,1000018374,USD,20180920
[478],001,2000,2011,1000005680,USD,20110920
[479],001,3000,2005,1000003490,USD,20050920
[480],001,1000,2003,1000008964,SEK,20030920
[481],001,1000,2003,1000031601,SEK,20030920
[482],001,1000,2003,1000007225,SEK,20030920
[483],001,1000,2003,1000004471,SEK,20030920
[484],001,4000,2004,1000013213,USD,20040920
[485],001,1000,2010,1000005035,USD,20100920
[486],001,2000,2004,1000002479,EUR,20040920
[487],001,2000,2012,1000011660,USD,20120920
[488],001,1000,2019,1000040050,USD,20190920
[489],001,1000,2019,1000021817,USD,20190920
[490],001,1000,2019,1000001013,USD,20190920
[491],001,2000,2000,1000005604,USD,20000920
[492],001,1000,2015,1000019556,USD,20150920
[493],001,1000,2016,1000009856,EUR,20160920
[494],001,2000,2020,1000004631,EUR,20200920
[495],001,2000,2020,1000003317,EUR,20200920
[496],001,2000,2020,1000003248,EUR,20200920
[497],001,2000,2020,1000010041,EUR,20200920
[498],001,2000,2020,1000005977,EUR,20200920
[499],001,2000,2020,1000015547,EUR,20200920
[500],001,1000,2014,1000015408,CHF,20140920
[501],001,1000,2002,1000012567,USD,20020920
[502],001,2000,2007,1000025377,NOK,20070920
[503],001,2000,2006,1000000798,USD,20060920
[504],001,1000,2020,1000000319,EUR,20200920
[505],001,3000,2024,1000001982,EUR,20240920
[506],001,2000,2001,1000011626,EUR,20010920
[507],001,1000,2014,1000024735,USD,20140920
[508],001,2000,2010,1000003762,USD,20100920
[509],001,2000,2009,1000014321,KRW,20090920
[510],001,1000,2006,1000000676,EUR,20060920
[511],001,1000,2018,1000010713,NZD,20180920
[512],001,1000,2018,1000007791,NZD,20180920
[513],001,1000,2018,1000007337,USD,20180920
[514],001,1000,2018,1000018489,USD,20180920
[515],001,1000,2018,1000003614,USD,20180920
[516],001,1000,2018,1000012184,USD,20180920
[517],001,1000,2017,1000034073,EUR,20170920
[518],001,1000,2015,1000006078,EUR,20150920
[519],001,2000,2017,1000003221,EUR,20170920
[520],001,1000,2002,1000000378,USD,20020920
[521],001,1000,2011,1000001123,USD,20110920
[522],001,1000,2011,1000015722,USD,20110920
[523],001,1000,2011,1000018993,USD,20110920
[524],001,1000,2011,1000002358,USD,20110920
[525],001,4000,2023,1000002913,USD,20230920
[526],001,2000,2003,1000002274,EUR,20030920
[527],001,1000,2008,1000042385,EUR,20080920
[528],001,1000,2008,1000000272,EUR,20080920
[529],001,1000,2008,1000000844,EUR,20080920
[530],001,1000,2000,1000003075,USD,20000920
[531],001,6000,2019,1000004041,USD,20190920
[532],001,3000,2018,1000044998,EUR,20180920
[533],001,1000,2008,1000005561,NOK,20080920
[534],001,1000,2000,1000016775,USD,20000920
[535],001,1000,2000,1000008523,USD,20000920
[536],001,1000,2000,1000002824,USD,20000920
[537],001,1000,2000,1000030097,USD,20000920
[538],001,1000,2000,1000003371,USD,20000920
[539],001,1000,2000,1000009590,USD,20000920
[540],001,2000,2012,1000003507,USD,20120920
[541],001,1000,2020,1000028502,EUR,20200920
[542],001,4000,2012,1000002939,USD,20120920
[543],001,2000,2007,1000004318,KRW,20070920
[544],001,2000,2007,1000004057,KRW,20070920
[545],001,2000,2007,1000012439,KRW,20070920
[546],001,1000,2023,1000004553,NZD,20230920
[547],001,1000,2023,1000024713,NZD,20230920
[548],001,1000,2023,1000010058,NZD,20230920
[549],001,1000,2023,1000040849,NZD,20230920
[550],001,2000,2012,1000002604,JPY,20120920
[551],001,1000,2000,1000021321,USD,20000920
[552],001,1000,2000,1000003405,USD,20000920
[553],001,1000,2000,1000004580,USD,20000920
[554],001,2000,2007,1000011686,USD,20070920
[555],001,1000,2010,1000004365,USD,20100920
[556],001,3000,2023,1000007788,USD,20230920
[557],001,3000,2007,1000002026,EUR,20070920
[558],001,1000,2000,1000005022,USD,20000920
[559],001,1000,2018,1000003687,EUR,20180920
[560],001,1000,2000,1000000821,EUR,20000920
[561],001,1000,2000,1000005585,EUR,20000920
[562],001,1000,2000,1000000612,EUR,20000920
[563],001,1000,2023,1000014801,SEK,20230920
[564],001,1000,2001,1000004717,EUR,20010920
[565],001,1000,2023,1000002394,EUR,20230920
[566],001,1000,2023,1000005498,EUR,20230920
[567],001,1000,2023,1000001794,EUR,20230920
[568],001,1000,2013,1000004121,CHF,20130920
[569],001,1000,2006,1000054714,AUD,20060920
[570],001,1000,2004,1000000712,KRW,20040920
[571],001,1000,2022,1000009089,USD,20220920
[572],001,1000,2004,1000011884,NZD,20040920
[573],001,2000,2009,1000011484,NOK,20090920
[574],001,4000,2010,1000012682,USD,20100920
[575],001,2000,2013,1000002452,NOK,20130920
[576],001,3000,2021,1000021847,USD,20210920
[577],001,3000,2021,1000000956,USD,20210920
[578],001,3000,2021,1000003821,USD,20210920
[579],001,2000,2008,1000001602,USD,20080920
[580],001,1000,2007,1000003424,EUR,20070920
[581],001,1000,2012,1000011033,USD,20120920
[582],001,1000,2000,1000006472,USD,20000920
[583],001,1000,2014,1000006686,USD,20140920
[584],001,1000,2001,1000020833,USD,20010920
[585],001,1000,2005,1000003878,EUR,20050920
[586],001,1000,2017,1000014530,KRW,20170920
[587],001,1000,2017,1000004535,KRW,20170920
[588],001,1000,2017,1000028096,KRW,20170920
[589],001,1000,2017,1000000816,KRW,20170920
[590],001,1000,2017,1000008804,KRW,20170920
[591],001,3000,2004,1000001752,USD,20040920
[592],001,2000,2001,1000004805,USD,20010920
