invoice_id,MANDT,BURKS,GJAHR,BELNR,BZUEI,ZUONR,VBELN,KUNNR,NAME1,WAERS,WRBTR,BLDAT,ZFBDT
57,001,1000,2004,1000003055,002,INV100000000024785,6025395243,JJM5054555,Shoreline Property Group,USD,147934.81,20040920,20041002
58,001,2000,2001,1000010423,001,INV100000000019224,3000003193,CZR7214715,Patel & Sons Pvt. Ltd.,USD,177988.3,20010920,20011009
59,001,1000,2007,1000000057,001,INV100000000000087,1378562109,MTU0130847,Ivanov & Sons Engineering,USD,104360.66,20070920,20071008
60,001,1000,2001,1000013397,001,INV100000000031279,4556026118,QYY2957205,Park & Lee Solutions,EUR,123927.82,20010920,20011005
61,001,3000,2007,1000004010,002,INV100000000038991,9075306495,UKG9830524,Tanaka & Co. 株式会社,USD,39197.75,20070920,20071003
62,001,6000,2002,1000000136,001,INV100000000012533,9782863123,IUX2238877,Patel & Co. Pvt. Ltd.,USD,80047.31,20020920,20021001
63,001,3000,2005,1000002046,001,INV100000000009313,4345453746,KVF4482570,Santos & Filhos Comércio,EUR,190594.66,20050920,20051002
64,001,2000,2018,1000001067,001,INV100000000000628,1156125295,YMT4618717,Red Maple Ventures,USD,186938.7,20180920,20181016
65,001,2000,2018,1000007671,001,INV100000000013066,6502487247,YMT4618717,Red Maple Ventures,USD,152672.64,20180920,20181004
66,001,2000,2018,1000008991,001,INV100000000011963,3639383987,YMT4618717,Red Maple Ventures,USD,120363.63,20180920,20181006
67,001,2000,2018,1000003501,001,INV100000000013722,2729908711,YMT4618717,Red Maple Ventures,USD,74098.02,20180920,20181014
68,001,2000,2018,1000009075,001,INV100000000004544,1496570507,YMT4618717,Red Maple Ventures,USD,177042.2,20180920,20181008
69,001,2000,2018,1000006966,001,INV100000000007711,2782952564,YMT4618717,Red Maple Ventures,USD,86000.97,20180920,20181006
70,001,1000,2018,1000009791,001,INV100000000030740,5096424794,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,284608.55,20180920,20181012
71,001,3000,2019,1000026399,001,INV100000000007718,4418258449,JVE9656627,Vista Health Care Services,USD,53146.9,20190920,20191010
72,001,3000,2013,1000000743,001,INV100000000002442,2480948284,YSV1911248,Galaxy IT Services,JPY,26740518.96,20130920,20131015
73,001,1000,2020,1000004939,001,INV100000000003767,5124491648,KBR7146665,TerraNova Energy Co.,KRW,122125947.01,20200920,20201008
74,001,1000,2007,1000010768,001,INV100000000004478,7999633982,QNK4898931,Bertolini & Figli S.p.A.,JPY,36542240.28,20070920,20070928
75,001,3000,2007,1000012133,001,INV100000000001891,5040758517,GXB1113780,Hassan & Co. Ltd.,EUR,116360.4,20070920,20070923
76,001,2000,2021,1000015035,001,INV100000000005378,9936335580,EEN7276041,Apollo Catering Services,USD,219211.97,20210920,20210924
77,001,5000,2000,1000006573,001,INV100000000005575,0769981436,TLW0369383,Blue Horizon Travel Ltd,JPY,32278734.41,20000920,20000927
78,001,4000,2012,1000013868,001,INV100000000006945,9378048823,TCO9263651,Zhao & Sons Ltd.,EUR,171746.99,20120920,20121019
79,001,3000,2018,1000006629,001,INV100000000005390,6284878521,BEY4435252,Vulcan Heavy Industries,USD,153124.43,20180920,20181019
80,001,3000,2018,1000011875,001,INV100000000017237,3861539218,BEY4435252,Vulcan Heavy Industries,USD,132877.69,20180920,20181003
81,001,3000,2018,1000003953,001,INV100000000020605,5311339607,BEY4435252,Vulcan Heavy Industries,USD,409721.18,20180920,20180928
82,001,1000,2010,1000008634,001,INV100000000002082,8972284764,MLW7256855,Santos & Filho Lda.,AUD,366230.82,20100920,20101020
83,001,1000,2011,1000000858,001,INV100000000002917,0817701379,SVK9876542,Oliveira & Filhos Comércio,USD,102835.31,20110920,20111003
84,001,3000,2014,1000002760,002,INV100000000007648,5493090854,SVK9876542,Oliveira & Filhos Comércio,USD,411386.95,20140920,20141006
85,001,3000,2005,1000022466,001,INV100000000008911,0383937766,XWZ9909813,Crimson Event Management,USD,234536.59,20050920,20051015
86,001,3000,2005,1000002846,002,INV100000000008224,8451496729,XWZ9909813,Crimson Event Management,USD,117795.28,20050920,20051020
87,001,3000,2005,1000006849,001,INV100000000017499,0140510193,XWZ9909813,Crimson Event Management,USD,129484.57,20050920,20051013
88,001,2000,2015,1000004794,001,INV100000000010421,9943881817,NVA0018948,Liu & Chao Engineering,NOK,2393095.62,20150920,20151011
89,001,1000,2011,1000003806,001,INV100000000002016,5571374481,AVR1905370,Dupont & Frères SARL,EUR,148200.65,20110920,20110930
90,001,1000,2022,1000027953,001,INV100000000016060,0430141740,KBR7146665,TerraNova Energy Co.,KRW,236673399.67,20220920,20221011
91,001,3000,2019,1000018788,001,INV100000000007683,5457473243,SIZ6820794,Global Solutions Ltd,NZD,323013.48,20190920,20191022
92,001,1000,2021,1000004328,001,INV100000000000369,4506126119,GXB1113780,Hassan & Co. Ltd.,EUR,136968.72,20210920,20210929
93,001,1000,2020,1000000170,001,INV100000000038647,9035342019,XQI8289538,Nexus Financial Services,USD,82588.81,20200920,20201006
94,001,5000,2002,1000022274,001,INV100000000000333,1810287659,HFX5107881,Pacific Ocean Fisheries,USD,62874.64,20020920,20021005
95,001,5000,2002,1000000448,001,INV100000000006884,2208468104,HFX5107881,Pacific Ocean Fisheries,USD,216865.94,20020920,20021003
96,001,1000,2000,1000002602,001,INV100000000009716,8028342190,ZYU5636450,Nakamura & Co. 株式会社,EUR,85602.25,20000920,20001001
97,001,1000,2018,1000003583,001,INV100000000016772,0144808809,UXJ6820071,Rossi & Figli S.p.A.,CHF,186613.51,20180920,20181024
98,001,1000,2018,1000002593,001,INV100000000003746,5997997621,KBR7146665,TerraNova Energy Co.,KRW,399794233.1,20180920,20181008
99,001,1000,2018,1000006621,001,INV100000000000116,0445967089,SVK9876542,Oliveira & Filhos Comércio,USD,150395.06,20180920,20181015
100,001,1000,2018,1000015775,001,INV100000000001238,0310663388,SVK9876542,Oliveira & Filhos Comércio,USD,41127.79,20180920,20181028
101,001,1000,2018,1000002352,001,INV100000000008642,1696946539,SVK9876542,Oliveira & Filhos Comércio,USD,369393.76,20180920,20181011
102,001,3000,2003,1000037677,001,INV100000000019230,7254448992,MUT0417299,Ramirez & Hijos Consultoría,USD,137604.98,20030920,20031002
103,001,1000,2020,1000014365,001,INV100000000010362,8007617573,CZR7214715,Patel & Sons Pvt. Ltd.,USD,146275.26,20200920,20201021
104,001,2000,2020,1000000484,002,INV100000000020522,4299863382,XWZ9909813,Crimson Event Management,USD,124285.12,20200920,20201016
105,001,2000,2020,1000009833,002,INV100000000010111,7118472591,XWZ9909813,Crimson Event Management,USD,46161.85,20200920,20201009
106,001,2000,2020,1000000423,001,INV100000000013959,2319465974,XWZ9909813,Crimson Event Management,USD,178233.38,20200920,20201027
107,001,2000,2020,1000002487,001,INV100000000000040,6743501082,XWZ9909813,Crimson Event Management,USD,73167.88,20200920,20201013
108,001,2000,2023,1000001207,001,INV100000000005805,4560079270,QNK4898931,Bertolini & Figli S.p.A.,JPY,39316814.74,20230920,20230926
109,001,4000,2016,1000001024,001,INV100000000001970,4205397525,XWZ9909813,Crimson Event Management,USD,64461.68,20160920,20161022
110,001,4000,2015,1000010381,002,INV100000000023332,3432263495,SVK9876542,Oliveira & Filhos Comércio,USD,108482.21,20150920,20151010
111,001,6000,2017,1000004571,001,INV100000000025374,8316395760,KST5094255,Infinity Edge Technologies,EUR,99709.08,20170920,20171008
112,001,1000,2006,1000033674,001,INV100000000021877,5633328135,ZAL0239607,Aurora Digital Labs,USD,91744.98,20060920,20061008
113,001,1000,2019,1000003622,001,INV100000000005795,0517044383,YSD3087280,Ramirez & Hijos Servicios,USD,86317.42,20190920,20190930
114,001,1000,2000,1000002810,001,INV100000000037804,2241192973,YSV1911248,Galaxy IT Services,JPY,28292594.84,20000920,20001002
115,001,6000,2009,1000002874,001,INV100000000011355,8592146091,UKG9830524,Tanaka & Co. 株式会社,USD,257330.04,20090920,20091012
116,001,2000,2022,1000002677,001,INV100000000022540,6753345840,TAE8255972,Lumen Power Technologies,EUR,134594.02,20220920,20221011
117,001,2000,2022,1000002453,001,INV100000000012973,9485277819,TAE8255972,Lumen Power Technologies,EUR,54437.97,20220920,20221023
118,001,2000,2022,1000001128,001,INV100000000006199,4999224816,TAE8255972,Lumen Power Technologies,EUR,215647.35,20220920,20220923
119,001,2000,2022,1000006395,001,INV100000000024590,1263965380,TAE8255972,Lumen Power Technologies,EUR,84303.13,20220920,20221007
120,001,2000,2022,1000004921,001,INV100000000004924,5294379637,TAE8255972,Lumen Power Technologies,EUR,25706.77,20220920,20221018
121,001,1000,2020,1000014442,001,INV100000000020021,6642182061,HFX5107881,Pacific Ocean Fisheries,USD,109725.9,20200920,20201013
122,001,1000,2020,1000002931,002,INV100000000004805,5529975393,HFX5107881,Pacific Ocean Fisheries,USD,328781.19,20200920,20201009
123,001,1000,2020,1000002122,001,INV100000000000997,3349271044,HFX5107881,Pacific Ocean Fisheries,USD,117263.4,20200920,20201009
124,001,1000,2007,1000004658,001,INV100000000010704,8422090614,JYB8631854,Dubois & Co. S.A.R.L.,USD,28581.07,20070920,20071001
125,001,1000,2003,1000001116,001,INV100000000010268,2741239461,SIZ6820794,Global Solutions Ltd,NZD,305481.24,20030920,20030924
126,001,2000,2003,1000004562,001,INV100000000008739,7209334746,GPN1729300,Schmidt & Partners AG,KRW,261237912.25,20030920,20031018
127,001,1000,2017,1000001455,001,INV100000000009622,5770005919,BEY4435252,Vulcan Heavy Industries,USD,267424.39,20170920,20171009
128,001,1000,2012,1000002427,001,INV100000000002162,2627073804,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,193805.88,20120920,20120926
129,001,1000,2008,1000041271,001,INV100000000011910,6922291974,ZAL0239607,Aurora Digital Labs,USD,78159.51,20080920,20081003
130,001,1000,2008,1000017557,001,INV100000000000813,6096073599,ZAL0239607,Aurora Digital Labs,USD,174912.05,20080920,20081010
131,001,1000,2008,1000004597,001,INV100000000003854,8041915433,ZAL0239607,Aurora Digital Labs,USD,150874.24,20080920,20081028
132,001,1000,2008,1000009942,001,INV100000000001036,2428207448,ZAL0239607,Aurora Digital Labs,USD,397610.0,20080920,20080925
133,001,1000,2008,1000002231,001,INV100000000078943,4358503648,ZAL0239607,Aurora Digital Labs,USD,86504.81,20080920,20081008
134,001,1000,2008,1000009444,001,INV100000000010316,3902579925,ZAL0239607,Aurora Digital Labs,USD,153691.43,20080920,20081004
135,001,1000,2010,1000006224,001,INV100000000021613,4578042549,SVK9876542,Oliveira & Filhos Comércio,USD,179154.63,20100920,20101015
136,001,1000,2010,1000001159,001,INV100000000004690,9791814189,SVK9876542,Oliveira & Filhos Comércio,USD,211095.73,20100920,20100923
137,001,1000,2010,1000007751,001,INV100000000004317,3755413810,SVK9876542,Oliveira & Filhos Comércio,USD,40126.31,20100920,20100930
138,001,1000,2005,1000009768,001,INV100000000000993,7996978175,YMT4618717,Red Maple Ventures,USD,168262.84,20050920,20051010
139,001,1000,2005,1000005763,001,INV100000000019342,0762369809,YMT4618717,Red Maple Ventures,USD,86284.6,20050920,20050930
140,001,1000,2005,1000007102,001,INV100000000003853,7241536219,YMT4618717,Red Maple Ventures,USD,272218.7,20050920,20051013
141,001,1000,2005,1000018525,001,INV100000000018556,5264091710,YMT4618717,Red Maple Ventures,USD,220481.01,20050920,20051015
142,001,1000,2005,1000003569,001,INV100000000007522,3000195009,YMT4618717,Red Maple Ventures,USD,90840.05,20050920,20051022
143,001,1000,2005,1000009518,001,INV100000000001301,9777284850,YMT4618717,Red Maple Ventures,USD,66680.56,20050920,20050928
144,001,3000,2018,1000007111,001,INV100000000000540,9845201625,XQI8289538,Nexus Financial Services,USD,63357.2,20180920,20181012
145,001,1000,2004,1000049969,001,INV100000000006338,0737579604,GPN1729300,Schmidt & Partners AG,KRW,259268904.59,20040920,20041009
146,001,2000,2016,1000020879,001,INV100000000010181,9945321479,DDD0641353,Zhang & Co. Limited,USD,176708.63,20160920,20161007
147,001,2000,2016,1000004487,001,INV100000000001501,6517384398,DDD0641353,Zhang & Co. Limited,USD,159180.2,20160920,20161004
148,001,2000,2016,1000011589,001,INV100000000001623,4327994318,DDD0641353,Zhang & Co. Limited,USD,152625.36,20160920,20161004
149,001,2000,2016,1000003061,001,INV100000000004538,8583107683,DDD0641353,Zhang & Co. Limited,USD,199994.3,20160920,20161012
150,001,3000,2006,1000013087,001,INV100000000009685,7218001070,BEY4435252,Vulcan Heavy Industries,USD,237837.87,20060920,20061009
151,001,2000,2020,1000019191,001,INV100000000003378,8804668776,AVR1905370,Dupont & Frères SARL,EUR,225819.16,20200920,20201021
152,001,1000,2019,1000010786,001,INV100000000001032,4397082772,PNH6985521,Smith & Co. Consulting,USD,161309.5,20190920,20191007
153,001,1000,2019,1000004568,001,INV100000000019637,7602447289,PNH6985521,Smith & Co. Consulting,USD,101419.21,20190920,20191012
154,001,1000,2019,1000018613,001,INV100000000006685,6551999747,PNH6985521,Smith & Co. Consulting,USD,318033.43,20190920,20191016
155,001,1000,2019,1000002541,001,INV100000000000029,6211784630,PNH6985521,Smith & Co. Consulting,USD,210244.94,20190920,20190921
156,001,1000,2019,1000004716,002,INV100000000028099,9334642125,PNH6985521,Smith & Co. Consulting,USD,122899.05,20190920,20190924
157,001,1000,2019,1000009062,001,INV100000000021761,6177772783,PNH6985521,Smith & Co. Consulting,USD,83495.35,20190920,20190928
158,001,4000,2001,1000017058,001,INV100000000006431,6548466458,JYB8631854,Dubois & Co. S.A.R.L.,USD,63084.87,20010920,20011012
159,001,4000,2001,1000002597,001,INV100000000013338,9894148158,JYB8631854,Dubois & Co. S.A.R.L.,USD,186190.22,20010920,20010922
160,001,1000,2017,1000010633,001,INV100000000021812,4023867296,TCO9263651,Zhao & Sons Ltd.,EUR,278582.16,20170920,20170928
161,001,1000,2003,1000005272,001,INV100000000001217,4939678887,YMT4618717,Red Maple Ventures,USD,15587.49,20030920,20031005
162,001,4000,2022,1000000171,001,INV100000000001003,7334090099,DDD0641353,Zhang & Co. Limited,USD,105918.54,20220920,20221004
163,001,4000,2022,1000027116,001,INV100000000003300,7751672107,DDD0641353,Zhang & Co. Limited,USD,100622.46,20220920,20221019
164,001,4000,2022,1000007063,002,INV100000000007209,9174187430,DDD0641353,Zhang & Co. Limited,USD,35917.88,20220920,20221024
165,001,2000,2005,1000032592,002,INV100000000017522,3636357931,CEI4303673,Bianchi & Figli SRL,EUR,103298.67,20050920,20050930
166,001,2000,2005,1000008106,001,INV100000000039801,4661978032,CEI4303673,Bianchi & Figli SRL,EUR,224472.3,20050920,20051006
167,001,2000,2005,1000009893,001,INV100000000007268,5932006129,CEI4303673,Bianchi & Figli SRL,EUR,98034.24,20050920,20051008
168,001,2000,2005,1000006121,001,INV100000000007856,7077051135,CEI4303673,Bianchi & Figli SRL,EUR,76757.0,20050920,20051017
169,001,1000,2005,1000009824,001,INV100000000007732,2394879946,YGQ8237982,Eagle Financial Group,USD,91105.88,20050920,20051002
170,001,1000,2016,1000000060,001,INV100000000036135,4401594842,ABL2462450,Kim & Choi Electronics,EUR,96361.08,20160920,20161004
171,001,2000,2020,1000007156,001,INV100000000000784,8769471567,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,187078.03,20200920,20201006
172,001,1000,2005,1000000431,001,INV100000000020500,6996955916,QYY2957205,Park & Lee Solutions,EUR,157619.98,20050920,20051019
173,001,2000,2002,1000006179,001,INV100000000008650,9195942065,TLW0369383,Blue Horizon Travel Ltd,JPY,27864641.41,20020920,20020927
174,001,1000,2022,1000016724,002,INV100000000007014,4992856448,EXV9923358,Kim & Lee Technologies,USD,173184.21,20220920,20221026
175,001,1000,2001,1000014456,001,INV100000000000512,6490931964,ZAL0239607,Aurora Digital Labs,USD,119007.92,20010920,20011006
176,001,1000,2023,1000001821,001,INV100000000006263,3027346378,EVP4571878,Renault & Fils SARL,EUR,246466.41,20230920,20230928
177,001,4000,2015,1000000759,001,INV100000000005256,0338137715,SVK9876542,Oliveira & Filhos Comércio,USD,106369.96,20150920,20151002
178,001,4000,2015,1000001379,001,INV100000000004893,5030161251,SVK9876542,Oliveira & Filhos Comércio,USD,84147.16,20150920,20151003
179,001,4000,2015,1000016594,001,INV100000000005511,5586117820,SVK9876542,Oliveira & Filhos Comércio,USD,108583.74,20150920,20151010
180,001,4000,2015,1000000877,001,INV100000000011685,3427429866,SVK9876542,Oliveira & Filhos Comércio,USD,108867.35,20150920,20151021
181,001,1000,2014,1000018632,001,INV100000000002290,9705957964,PNH6985521,Smith & Co. Consulting,USD,192589.32,20140920,20141001
182,001,1000,2022,1000001077,001,INV100000000004382,3252511128,BEY4435252,Vulcan Heavy Industries,USD,108687.43,20220920,20221011
183,001,1000,2017,1000002674,001,INV100000000004859,2615545042,EVP4571878,Renault & Fils SARL,EUR,340382.29,20170920,20170929
184,001,1000,2017,1000000515,001,INV100000000016043,1102475969,EVP4571878,Renault & Fils SARL,EUR,228626.74,20170920,20171013
185,001,1000,2017,1000011566,001,INV100000000012345,0240579824,EVP4571878,Renault & Fils SARL,EUR,155136.32,20170920,20171016
186,001,1000,2017,1000001430,001,INV100000000001261,7701327393,EVP4571878,Renault & Fils SARL,EUR,237786.94,20170920,20171013
187,001,1000,2017,1000000678,002,INV100000000010723,6496407094,EVP4571878,Renault & Fils SARL,EUR,205115.38,20170920,20171005
188,001,1000,2014,1000009558,001,INV100000000016080,9844007129,SVK9876542,Oliveira & Filhos Comércio,USD,248024.41,20140920,20141017
189,001,1000,2002,1000015734,001,INV100000000009396,2491031093,ABL2462450,Kim & Choi Electronics,EUR,32565.53,20020920,20021016
190,001,1000,2013,1000007345,003,INV100000000012886,5396252335,XVO6675883,Schmidt & Co. Handels,USD,222666.33,20130920,20131009
191,001,3000,2004,1000007483,001,INV100000000004890,1026072017,TCO9263651,Zhao & Sons Ltd.,EUR,99168.36,20040920,20041008
192,001,3000,2004,1000004056,002,INV100000000004673,9434610282,TCO9263651,Zhao & Sons Ltd.,EUR,59297.99,20040920,20041001
193,001,3000,2004,1000002181,001,INV100000000006963,3820242574,TCO9263651,Zhao & Sons Ltd.,EUR,274645.79,20040920,20041023
194,001,1000,2011,1000009657,001,INV100000000005136,5628177016,QYY2957205,Park & Lee Solutions,EUR,18367.27,20110920,20111008
195,001,1000,2016,1000001887,001,INV100000000020459,2690114869,JJM5054555,Shoreline Property Group,USD,163482.45,20160920,20160927
196,001,1000,2016,1000018904,002,INV100000000002642,9193973505,JJM5054555,Shoreline Property Group,USD,181429.61,20160920,20161005
197,001,1000,2016,1000001836,001,INV100000000034931,3921843808,JJM5054555,Shoreline Property Group,USD,377097.93,20160920,20160927
198,001,2000,2019,1000000897,001,INV100000000004713,7899341399,EIJ1498063,Rossi & Figli Costruzioni,USD,121164.94,20190920,20191011
199,001,1000,2023,1000000662,002,INV100000000012097,3496049439,UXJ6820071,Rossi & Figli S.p.A.,CHF,143231.43,20230920,20230923
200,001,1000,2005,1000009534,001,INV100000000016959,6766986329,SVK9876542,Oliveira & Filhos Comércio,USD,68119.54,20050920,20051006
201,001,3000,2019,1000007934,001,INV100000000008647,7499017509,TLW0369383,Blue Horizon Travel Ltd,JPY,23073235.62,20190920,20191009
202,001,2000,2017,1000002076,001,INV100000000006671,0927553751,TCO9263651,Zhao & Sons Ltd.,EUR,164882.88,20170920,20171015
203,001,1000,2010,1000005777,001,INV100000000004866,7678498730,JJM5054555,Shoreline Property Group,USD,133922.77,20100920,20101013
204,001,1000,2005,1000007079,001,INV100000000008727,8144558882,QYY2957205,Park & Lee Solutions,EUR,382557.48,20050920,20051013
205,001,2000,2005,1000009896,001,INV100000000017613,9251296989,XVO6675883,Schmidt & Co. Handels,USD,148144.23,20050920,20051004
206,001,2000,2020,1000000145,001,INV100000000005531,7259700264,EIJ1498063,Rossi & Figli Costruzioni,USD,239370.9,20200920,20201001
207,001,2000,2020,1000005850,001,INV100000000002298,5759099475,EIJ1498063,Rossi & Figli Costruzioni,USD,178903.37,20200920,20200928
