invoice_id,MANDT,KUNNR,NAME1,LAND1
"[25, 68, 346, 433, 462, 463, 464, 465, 466, 513, 619, 667, 727, 800, 905, 1132, 1133, 1137, 1249, 1250, 1305, 1309, 1321, 1328, 1376, 1415, 1460, 1533, 1534, 1536, 1558, 1559, 1560, 1561, 1562, 1664, 1676, 1702, 1705, 1716, 1799, 1886, 1887, 1888, 1913, 1914, 1915, 1916, 1917, 1918, 1919, 1951, 1983, 1984, 2023, 2079, 2080, 2081, 2082, 2405, 2449, 2531, 2582, 2583, 2584, 2585, 2596, 2597, 2917, 2931, 3306, 3316, 3455, 3482, 3554, 3555, 3556, 3626, 3627, 3628, 3643, 3655, 3656, 3657, 3713, 3714, 3715, 3716, 3717, 3718, 3984, 4093, 4236, 4294, 4298, 4301, 4327, 4421, 4564, 4637, 4803, 4910, 4920, 4972, 4991, 5129, 5260, 5321, 5401, 5402, 5403, 5404, 5405, 5406, 5660, 5661, 5662, 5663, 5664, 5734, 5773, 5908, 6084, 6085, 6086, 6087, 6088, 6089, 6090, 6096, 6110, 6227, 6263, 6281, 6379, 6398, 6434, 6547, 6579, 6580, 6581, 6582, 6679, 6692, 6729, 6820, 6862, 6892, 6893, 6894, 6932, 6973, 7040, 7141, 7151, 7218, 7229, 7294, 7295, 7296, 7297, 7298, 7299, 7313, 7328, 7409, 7410, 7493, 7603, 7944, 8087, 8088, 8089, 8138, 8179, 8282, 8341, 8417, 8462, 8499, 8519, 8533, 8653, 8721, 8830, 8931, 8979, 9110, 9279, 9290, 9334, 9453, 9543, 9586, 9667, 9805, 9869, 9967, 9979, 9980, 9981, 9982, 10067, 10223, 10224, 10225, 10226, 10393, 10423, 10430, 10692, 10739, 11088, 11132, 11187, 11195, 11231, 11272, 11327, 11402, 11409, 11415, 11417, 11418, 11419, 11420, 11434, 11572, 11691, 11692, 11693, 11694, 11703, 11705, 11706, 11707, 11708, 11709, 11795, 11914, 11922, 11923, 12060, 12193, 12259, 12484, 12485, 12486, 12487, 12488, 12507, 12520, 12524, 12608, 12640, 12971, 12972, 12973, 12974, 12975, 12999, 13024, 13025, 13026, 13027, 13028, 13029, 13042, 13099, 13100, 13159, 13204, 13227, 13250, 13334, 13339, 13342, 13361, 13418, 13428, 13429, 13430, 13431, 13432, 13451, 13660, 13808, 13809, 13810, 13926, 13939, 14068, 14221, 14407, 14453, 14481, 14544, 14728, 14735, 14881, 15035, 15287, 15378, 15379, 15380, 15381, 15483, 15488, 15518]",001,CEI4303673,Bianchi & Figli SRL,IE
"[26, 94, 95, 96, 97, 98, 99, 102, 103, 104, 105, 114, 115, 116, 117, 118, 119, 144, 257, 297, 385, 386, 387, 388, 389, 620, 650, 699, 715, 745, 805, 813, 882, 953, 964, 970, 1007, 1046, 1163, 1206, 1211, 1212, 1235, 1544, 1644, 1667, 1737, 1921, 1925, 2036, 2098, 2341, 2342, 2343, 2438, 2478, 2539, 2598, 2599, 2600, 2743, 2744, 2745, 2746, 2747, 2920, 2932, 2939, 3102, 3162, 3244, 3245, 3254, 3302, 3303, 3308, 3340, 3470, 3548, 3607, 3762, 3763, 3764, 3765, 3766, 3799, 3800, 3801, 3802, 3803, 3814, 3815, 3816, 3840, 3841, 3842, 3843, 3859, 3907, 3908, 3909, 4000, 4060, 4061, 4062, 4063, 4064, 4065, 4091, 4160, 4186, 4197, 4226, 4244, 4247, 4261, 4265, 4328, 4348, 4404, 4494, 4600, 4602, 4603, 4604, 4632, 4633, 4634, 4635, 4636, 4787, 4788, 4845, 4846, 4847, 4957, 4965, 4966, 4967, 4968, 4969, 4970, 5035, 5036, 5037, 5038, 5246, 5265, 5279, 5280, 5281, 5282, 5283, 5331, 5544, 5579, 5587, 5602, 5693, 5834, 5849, 5861, 6115, 6116, 6117, 6184, 6185, 6186, 6187, 6188, 6189, 6190, 6312, 6351, 6352, 6353, 6354, 6387, 6399, 6400, 6401, 6402, 6443, 6553, 6564, 6565, 6566, 6567, 6568, 6618, 6621, 6625, 6626, 6627, 6628, 6652, 6672, 6802, 6803, 6804, 6805, 7055, 7191, 7211, 7238, 7248, 7504, 7671, 7776, 7901, 7917, 7918, 7919, 7920, 7968, 8023, 8480, 8702, 8731, 8732, 8885, 8939, 8972, 8973, 8974, 8975, 8976, 8977, 8978, 9034, 9081, 9127, 9224, 9291, 9292, 9345, 9383, 9484, 9515, 9516, 9517, 9518, 9587, 9590, 9593, 9750, 9783, 9983, 10031, 10201, 10202, 10255, 10326, 10336, 10454, 10496, 10518, 10519, 10520, 10521, 10522, 10603, 10716, 10717, 10718, 10790, 10793, 10802, 10827, 10879, 10979, 10990, 11034, 11089, 11118, 11288, 11433, 11457, 11536, 11668, 11698, 11729, 11730, 11731, 11732, 11733, 11773, 11799, 11928, 11939, 12023, 12057, 12091, 12207, 12286, 12287, 12288, 12289, 12290, 12452, 12546, 12916, 12917, 12918, 12919, 12920, 12921, 12922, 12923, 13019, 13148, 13149, 13207, 13317, 13326, 13408, 13409, 13410, 13411, 13412, 13523, 13524, 13525, 13526, 13653, 13708, 13709, 13710, 13711, 13794, 14097, 14229, 14279, 14340, 14347, 14348, 14349, 14350, 14351, 14352, 14353, 14371, 14377, 14395, 14397, 14410, 14411, 14412, 14425, 14426, 14427, 14428, 14429, 14505, 14596, 14686, 14698, 14725, 14731, 14750, 14874, 14883, 14891, 14936, 14937, 14938, 14939, 14942, 14943, 14944, 14945, 14946, 15037, 15038, 15039, 15040, 15065, 15188, 15225, 15226, 15236, 15320, 15446, 15448]",001,KBR7146665,TerraNova Energy Co.,KR
"[27, 28, 29, 52, 100, 195, 244, 425, 525, 555, 556, 594, 616, 628, 629, 630, 854, 912, 937, 950, 961, 1160, 1171, 1172, 1173, 1261, 1277, 1301, 1317, 1458, 1488, 1489, 1490, 1519, 1567, 1606, 1614, 1632, 1783, 1873, 1882, 1927, 1930, 1976, 2066, 2093, 2130, 2238, 2307, 2320, 2321, 2322, 2323, 2324, 2492, 2493, 2494, 2495, 2660, 2661, 2662, 2712, 2904, 2914, 2958, 2964, 2967, 3098, 3293, 3294, 3327, 3374, 3414, 3415, 3416, 3417, 3617, 3952, 3955, 4057, 4105, 4156, 4157, 4158, 4219, 4400, 4686, 4687, 4688, 4689, 4690, 4732, 4733, 4734, 4974, 5040, 5124, 5346, 5369, 5390, 5391, 5392, 5393, 5398, 5477, 5481, 5482, 5483, 5527, 5528, 5529, 5530, 5531, 5648, 5787, 5805, 5854, 5925, 5944, 6000, 6033, 6078, 6099, 6109, 6230, 6269, 6523, 6687, 6688, 6689, 6746, 6755, 6761, 6949, 7051, 7052, 7053, 7054, 7077, 7178, 7213, 7216, 7217, 7285, 7286, 7356, 7379, 7380, 7381, 7382, 7383, 7564, 7574, 7575, 7576, 7589, 7590, 7591, 7592, 7593, 7617, 7624, 7745, 7746, 7747, 7756, 8103, 8104, 8105, 8106, 8107, 8108, 8109, 8195, 8196, 8227, 8228, 8229, 8230, 8231, 8251, 8311, 8342, 8414, 8505, 8506, 8587, 8740, 8816, 8906, 8909, 8949, 9095, 9131, 9179, 9289, 9337, 9338, 9339, 9356, 9373, 9375, 9432, 9479, 9576, 9646, 9698, 9784, 9984, 10168, 10177, 10270, 10555, 10634, 10651, 10663, 10679, 10681, 10688, 10775, 10799, 10805, 10815, 10852, 10853, 10854, 10958, 10959, 10960, 10968, 10969, 10970, 10971, 10972, 10973, 10997, 11057, 11085, 11261, 11437, 11530, 11566, 11567, 11568, 11569, 11570, 11674, 11809, 11849, 11855, 11856, 11870, 11881, 11915, 11917, 11953, 12003, 12009, 12383, 12384, 12385, 12410, 12589, 12592, 12618, 12619, 12620, 12625, 12652, 12761, 13134, 13193, 13194, 13195, 13196, 13197, 13205, 13237, 13244, 13249, 13257, 13258, 13259, 13260, 13335, 13336, 13337, 13338, 13848, 13897, 14017, 14039, 14046, 14148, 14250, 14275, 14276, 14277, 14278, 14624, 14829, 14835, 14984, 15012, 15013, 15014, 15170, 15296, 15418, 15430]",001,AVR1905370,Dupont & Frères SARL,IE
"[30, 49, 107, 165, 237, 305, 312, 408, 409, 410, 411, 412, 413, 484, 485, 486, 487, 488, 489, 544, 545, 646, 671, 674, 862, 975, 1185, 1282, 1283, 1284, 1368, 1565, 1585, 1586, 1587, 1588, 1589, 1590, 1591, 1678, 1687, 1688, 1689, 1690, 1691, 1816, 2028, 2038, 2185, 2202, 2252, 2253, 2254, 2255, 2256, 2406, 2500, 2573, 2574, 2575, 2576, 2577, 2784, 2797, 2907, 2915, 2965, 3232, 3233, 3363, 3409, 3410, 3411, 3412, 3413, 3427, 3436, 3452, 3463, 3466, 3559, 3654, 3703, 3750, 3761, 4068, 4069, 4099, 4100, 4101, 4102, 4103, 4152, 4245, 4281, 4357, 4457, 4470, 4568, 4569, 4570, 4628, 4630, 4769, 4794, 4795, 4971, 5071, 5096, 5181, 5242, 5386, 5389, 5395, 5396, 5452, 5537, 5538, 5539, 5548, 5630, 5647, 5680, 5698, 5699, 5700, 5701, 5702, 5744, 5783, 5885, 5928, 5950, 6256, 6257, 6258, 6259, 6283, 6324, 6448, 6487, 6535, 6555, 6691, 6890, 7074, 7078, 7079, 7080, 7081, 7082, 7088, 7130, 7443, 7444, 7445, 7446, 7565, 7618, 7832, 7863, 7971, 8075, 8095, 8126, 8169, 8253, 8280, 8495, 8634, 8709, 8710, 8711, 8712, 8713, 8714, 8836, 8855, 8873, 9015, 9027, 9092, 9313, 9314, 9387, 9637, 9669, 9734, 9840, 9841, 9842, 9843, 9844, 9845, 9847, 9848, 9849, 9893, 9895, 10011, 10179, 10180, 10181, 10182, 10296, 10338, 10339, 10340, 10512, 10513, 10523, 10569, 10631, 10660, 10680, 10682, 10714, 10768, 10769, 10770, 10800, 10824, 10923, 11004, 11069, 11070, 11071, 11072, 11333, 11342, 11361, 11400, 11407, 11552, 11562, 11574, 11588, 11719, 11722, 11723, 11724, 11769, 11770, 11813, 11893, 11979, 12031, 12032, 12033, 12034, 12047, 12075, 12106, 12149, 12163, 12166, 12184, 12232, 12264, 12359, 12360, 12361, 12493, 12651, 12668, 12698, 12704, 12791, 13006, 13080, 13147, 13198, 13269, 13270, 13271, 13272, 13273, 13275, 13276, 13585, 13663, 13669, 13670, 13671, 13672, 13673, 13674, 13796, 14024, 14147, 14149, 14167, 14168, 14169, 14200, 14217, 14256, 14466, 14487, 14516, 14561, 14562, 14563, 14564, 14565, 14575, 14579, 14600, 14610, 14745, 14784, 14810, 14918, 14919, 14920, 14923, 14924, 14968, 15120, 15235, 15283, 15297, 15316, 15447, 15504, 15506]",001,TLW0369383,Blue Horizon Travel Ltd,JP
"[31, 32, 33, 34, 160, 211, 320, 322, 360, 415, 435, 436, 437, 438, 676, 776, 827, 1048, 1294, 1302, 1307, 1319, 1443, 1539, 1540, 1541, 1542, 1552, 1553, 1554, 1555, 1625, 1673, 1677, 1759, 1808, 1809, 1810, 1811, 1812, 1819, 1821, 1822, 1836, 1932, 1933, 1934, 1941, 2004, 2005, 2006, 2118, 2119, 2120, 2121, 2122, 2235, 2257, 2374, 2452, 2456, 2499, 2564, 2692, 2749, 2792, 2834, 2960, 2972, 2973, 2974, 2975, 2978, 3164, 3165, 3166, 3184, 3197, 3199, 3225, 3253, 3339, 3437, 3442, 3483, 3491, 3591, 3605, 3634, 3635, 3636, 3645, 3705, 3760, 3906, 3912, 4010, 4028, 4071, 4086, 4264, 4369, 4411, 4503, 4504, 4505, 4506, 4518, 4665, 4696, 4866, 4934, 4938, 4983, 4984, 4985, 4986, 4987, 5056, 5058, 5062, 5278, 5306, 5364, 5476, 5490, 5500, 5501, 5502, 5503, 5674, 5894, 5900, 5988, 6010, 6011, 6012, 6013, 6031, 6143, 6234, 6302, 6575, 6665, 6835, 6836, 6909, 6910, 6911, 6912, 6938, 7424, 7454, 7630, 7631, 7636, 7708, 7799, 7800, 7801, 7802, 7803, 7815, 7859, 7949, 7950, 7951, 7952, 7976, 7977, 8057, 8058, 8082, 8334, 8448, 8449, 8450, 8451, 8514, 8526, 8552, 8584, 8594, 8614, 8691, 8752, 8847, 9108, 9119, 9266, 9267, 9268, 9272, 9321, 9448, 9455, 9456, 9457, 9459, 9486, 9512, 9800, 9881, 10079, 10081, 10169, 10170, 10171, 10172, 10173, 10174, 10192, 10214, 10289, 10290, 10291, 10344, 10434, 10466, 10467, 10584, 10658, 10662, 10826, 10903, 10914, 11073, 11092, 11196, 11306, 11443, 11444, 11445, 11464, 11539, 11542, 11589, 11590, 11591, 11607, 12030, 12078, 12191, 12240, 12321, 12388, 12450, 12580, 12581, 12582, 12583, 12584, 12585, 12614, 12631, 12736, 12737, 12738, 12845, 12857, 12949, 13045, 13109, 13110, 13111, 13112, 13136, 13170, 13189, 13199, 13200, 13201, 13202, 13368, 13593, 13603, 13630, 13801, 13812, 13813, 13814, 13837, 14014, 14243, 14247, 14289, 14319, 14383, 14384, 14463, 14498, 14499, 14500, 14501, 14502, 14520, 14537, 14552, 14553, 14554, 14849, 14850, 14851, 14892, 14893, 14894, 14895, 14896, 14897, 15135, 15171, 15172, 15173, 15174, 15175, 15176, 15234, 15360, 15361, 15362, 15363, 15458]",001,MTU0130847,Ivanov & Sons Engineering,EC
"[35, 67, 140, 141, 142, 143, 188, 196, 301, 302, 303, 304, 345, 531, 532, 542, 660, 669, 696, 702, 793, 801, 985, 986, 1266, 1315, 1316, 1362, 1379, 1499, 1500, 1501, 1502, 1503, 1504, 1573, 1574, 1633, 1771, 1855, 1878, 1892, 1895, 1912, 1977, 1978, 1979, 1980, 2015, 2125, 2261, 2345, 2367, 2384, 2483, 2553, 2669, 2705, 2765, 2830, 2896, 2912, 2918, 2977, 3021, 3051, 3222, 3268, 3278, 3320, 3397, 3479, 3480, 3481, 3550, 3786, 3787, 3788, 3926, 4001, 4146, 4150, 4227, 4331, 4511, 4582, 4823, 4858, 4911, 4931, 5050, 5059, 5060, 5061, 5082, 5139, 5238, 5239, 5240, 5241, 5311, 5371, 5372, 5373, 5596, 5636, 6056, 6062, 6063, 6064, 6065, 6066, 6067, 6255, 6274, 6305, 6348, 6355, 6378, 6585, 6629, 6743, 6744, 6756, 6815, 6842, 7006, 7087, 7099, 7153, 7193, 7194, 7195, 7196, 7197, 7321, 7376, 7377, 7378, 7482, 7498, 7622, 7722, 7794, 7872, 7925, 8047, 8048, 8049, 8050, 8119, 8395, 8396, 8397, 8398, 8434, 8540, 8807, 8814, 8878, 8922, 8923, 8924, 8925, 8926, 8997, 8998, 8999, 9005, 9447, 9461, 9462, 9463, 9464, 9465, 9466, 9497, 9544, 9581, 9635, 9695, 9696, 9723, 9776, 9821, 9912, 9990, 10015, 10240, 10446, 10488, 10537, 10538, 10539, 10540, 10661, 10707, 10794, 10892, 10893, 10894, 10895, 11133, 11147, 11233, 11244, 11245, 11311, 11357, 11365, 11398, 11485, 11665, 11675, 11746, 11747, 11748, 11749, 11841, 12079, 12080, 12081, 12230, 12303, 12427, 12449, 12482, 12506, 12556, 12587, 12779, 12909, 12993, 12994, 12995, 12996, 13354, 13464, 13507, 13508, 13577, 13612, 13754, 13905, 13906, 13907, 13908, 13909, 13910, 13911, 13912, 13938, 13945, 13946, 13947, 13948, 14199, 14242, 14328, 14334, 14360, 14468, 14551, 14620, 14813, 14955, 14956, 14957, 14981, 14982, 14983, 15047, 15160, 15167, 15177, 15228, 15319, 15322, 15331, 15456, 15487, 15501, 15519]",001,MLW7256855,Santos & Filho Lda.,AU
"[36, 37, 38, 39, 40, 41, 137, 138, 139, 155, 156, 157, 264, 311, 326, 509, 546, 633, 640, 855, 872, 873, 874, 875, 1005, 1076, 1197, 1255, 1313, 1470, 1548, 1549, 1572, 1584, 1634, 1635, 1636, 1637, 1638, 1639, 1686, 1692, 1752, 1755, 1756, 1757, 1758, 1761, 1815, 1876, 1986, 2193, 2194, 2195, 2196, 2197, 2200, 2331, 2485, 2586, 2649, 2663, 2681, 2682, 2683, 2684, 2688, 2772, 2773, 2878, 2989, 3046, 3059, 3129, 3130, 3131, 3257, 3301, 3359, 3420, 3421, 3431, 3512, 3513, 3514, 3515, 3531, 3817, 3837, 3838, 3959, 4066, 4095, 4267, 4295, 4442, 4822, 4903, 4914, 4915, 4935, 4943, 5083, 5110, 5254, 5259, 5267, 5570, 5600, 5642, 5672, 5704, 5782, 5813, 5836, 5910, 5929, 5965, 6242, 6243, 6244, 6245, 6246, 6438, 6485, 6546, 6610, 6635, 6745, 6831, 6838, 6878, 6904, 6935, 6991, 6992, 6993, 7043, 7075, 7106, 7187, 7367, 7387, 7388, 7389, 7390, 7391, 7392, 7582, 7707, 7729, 7809, 7842, 7843, 7844, 7845, 7871, 7980, 8009, 8258, 8340, 8343, 8380, 8390, 8602, 8729, 8798, 8831, 8832, 8833, 8862, 8863, 8932, 9074, 9353, 9391, 9392, 9393, 9394, 9395, 9521, 9595, 9689, 9690, 9779, 9780, 9781, 9782, 9814, 9815, 9816, 9902, 9903, 9904, 9905, 9937, 10053, 10054, 10055, 10056, 10057, 10088, 10183, 10438, 10693, 10694, 10695, 10696, 10723, 10762, 10835, 11021, 11050, 11143, 11152, 11174, 11184, 11194, 11200, 11201, 11202, 11203, 11263, 11354, 11744, 11796, 11879, 12025, 12322, 12329, 12330, 12474, 12565, 12727, 12754, 12787, 12798, 12844, 13004, 13030, 13075, 13106, 13256, 13544, 13580, 13581, 13582, 13583, 13615, 13647, 13760, 13779, 13785, 13986, 13987, 13988, 14067, 14132, 14133, 14134, 14135, 14136, 14137, 14138, 14171, 14172, 14173, 14174, 14175, 14365, 14400, 14401, 14418, 14432, 14459, 14492, 14493, 14494, 14495, 14548, 14674, 14675, 14676, 14677, 14738, 14781, 14976, 14997, 15030, 15042, 15052, 15274, 15339]",001,UNU1323836,Ferrari & Figli SRL,SV
"[42, 92, 204, 250, 254, 293, 308, 315, 316, 317, 318, 451, 557, 794, 828, 1003, 1062, 1272, 1273, 1274, 1275, 1276, 1300, 1653, 1663, 1674, 1763, 1806, 2012, 2013, 2014, 2097, 2136, 2137, 2138, 2139, 2140, 2141, 2281, 2282, 2290, 2370, 2375, 2548, 2587, 2588, 2589, 2590, 2619, 2642, 2687, 3319, 3501, 3502, 3503, 3532, 3544, 3545, 3546, 3547, 3649, 4003, 4035, 4036, 4098, 4174, 4175, 4176, 4263, 4333, 4507, 4549, 4555, 4556, 4557, 4558, 4559, 4575, 4655, 4744, 4796, 4850, 4902, 4951, 4999, 5039, 5107, 5230, 5231, 5232, 5233, 5247, 5307, 5309, 5340, 5561, 5575, 5616, 5707, 5895, 5959, 5966, 6020, 6053, 6146, 6147, 6148, 6149, 6162, 6163, 6164, 6165, 6166, 6318, 6436, 6437, 6513, 6525, 6526, 6527, 6645, 6653, 6775, 6776, 6777, 6906, 6907, 7029, 7199, 7221, 7222, 7223, 7224, 7225, 7269, 7290, 7355, 7550, 7612, 7613, 7614, 7615, 7616, 7651, 7736, 7836, 7992, 8156, 8218, 8313, 8356, 8443, 8620, 8639, 8640, 8641, 8642, 8701, 8781, 8782, 8867, 8879, 8880, 8881, 8882, 8883, 8960, 8970, 9111, 9112, 9113, 9184, 9320, 9661, 9701, 9702, 9703, 9704, 9914, 9940, 10010, 10265, 10292, 10293, 10294, 10295, 10317, 10355, 10356, 10357, 10358, 10359, 10565, 10576, 10577, 10578, 10704, 10705, 10774, 10964, 11150, 11153, 11188, 11189, 11190, 11191, 11192, 11344, 11447, 11448, 11449, 11450, 11451, 11452, 11471, 11486, 11487, 11488, 11489, 11497, 11498, 11563, 11564, 11565, 11655, 11774, 11798, 11846, 11859, 11925, 11926, 11935, 11940, 11957, 11958, 12127, 12220, 12221, 12222, 12223, 12431, 12451, 12470, 12525, 12563, 12772, 12840, 12879, 12880, 12881, 12882, 12883, 13000, 13078, 13079, 13097, 13128, 13129, 13130, 13131, 13191, 13325, 13393, 13402, 13405, 13468, 13469, 13470, 13471, 13494, 13592, 13597, 13598, 13599, 13600, 13601, 13650, 13651, 13652, 13677, 13712, 13831, 13838, 13839, 13840, 13856, 13887, 13977, 13978, 13979, 13980, 13981, 13982, 14062, 14063, 14064, 14065, 14066, 14650, 14732, 14733, 14734, 14930, 14958, 15117, 15118, 15121, 15131, 15261, 15262, 15336, 15420]",001,EVP4571878,Renault & Fils SARL,EU
"[43, 276, 364, 384, 400, 563, 564, 565, 566, 567, 675, 691, 721, 722, 723, 724, 725, 816, 868, 968, 976, 977, 978, 979, 1009, 1145, 1168, 1184, 1306, 1416, 1463, 1516, 1518, 1742, 1800, 1852, 1883, 1890, 1944, 2065, 2150, 2362, 2383, 2420, 2538, 2542, 2680, 3246, 3341, 3354, 3405, 3527, 3528, 3529, 3530, 3599, 3600, 3601, 3602, 3603, 3810, 3812, 3999, 4318, 4393, 4398, 4408, 4429, 4437, 4438, 4439, 4440, 4496, 4497, 4499, 4576, 4577, 4578, 4708, 4709, 4710, 4711, 4712, 4713, 4714, 4891, 4904, 4922, 4923, 4924, 4925, 4926, 4954, 4955, 5026, 5042, 5105, 5149, 5299, 5376, 5614, 5666, 5691, 5788, 5888, 5889, 5890, 5891, 5892, 6199, 6200, 6201, 6247, 6254, 6295, 6296, 6297, 6298, 6337, 6496, 6588, 6589, 6590, 6591, 6604, 6675, 6767, 6768, 6769, 6770, 6771, 6952, 6953, 6954, 6955, 6956, 6957, 6994, 7007, 7016, 7110, 7116, 7123, 7190, 7292, 7304, 7351, 7413, 7414, 7415, 7420, 7470, 7471, 7472, 7473, 7474, 7483, 7567, 7732, 7735, 7913, 7960, 8073, 8214, 8222, 8255, 8265, 8266, 8346, 8493, 8605, 8606, 8651, 8744, 8745, 8746, 8747, 8748, 8768, 8769, 8770, 8982, 9026, 9054, 9078, 9209, 9317, 9384, 9385, 9589, 9591, 9700, 9720, 9721, 9736, 9737, 9738, 9739, 9822, 9883, 9889, 9927, 9928, 9929, 9930, 9931, 9932, 10272, 10416, 10422, 10708, 10817, 10818, 10819, 10833, 10834, 10896, 10922, 10925, 10982, 10989, 11020, 11039, 11107, 11108, 11109, 11125, 11243, 11274, 11275, 11276, 11277, 11380, 11381, 11382, 11388, 11441, 11586, 11632, 11688, 11697, 11765, 11896, 11897, 11898, 11899, 11900, 11901, 11963, 11964, 11965, 11966, 12002, 12016, 12139, 12181, 12316, 12392, 12393, 12394, 12395, 12471, 12639, 12701, 12753, 12833, 12929, 12930, 12931, 12932, 12933, 13096, 13280, 13281, 13282, 13284, 13285, 13486, 13487, 13488, 13489, 13490, 13527, 13528, 13529, 13530, 13648, 13740, 13757, 13769, 13770, 13771, 13772, 13773, 13774, 13857, 13973, 13974, 13975, 13976, 14139, 14186, 14187, 14188, 14189, 14190, 14191, 14192, 14193, 14194, 14280, 14321, 14439, 14440, 14483, 14780, 14873, 14999, 15058, 15072, 15150, 15153, 15154, 15155, 15156, 15157, 15158, 15159, 15290, 15328, 15374, 15451, 15466, 15467, 15470]",001,TAE8255972,Lumen Power Technologies,IE
"[45, 232, 273, 285, 287, 294, 380, 460, 503, 535, 536, 537, 641, 642, 643, 644, 645, 672, 706, 814, 858, 893, 894, 895, 896, 897, 898, 899, 972, 1103, 1198, 1314, 1498, 1535, 1546, 1719, 1781, 1818, 2142, 2143, 2144, 2145, 2146, 2159, 2160, 2161, 2162, 2163, 2164, 2283, 2284, 2293, 2377, 2378, 2379, 2380, 2510, 2517, 2518, 2519, 2520, 2521, 2522, 2731, 2936, 2961, 3153, 3154, 3155, 3156, 3157, 3158, 3163, 3328, 3329, 3407, 3523, 3524, 3525, 3549, 3584, 3604, 3747, 3808, 3979, 3980, 3981, 3982, 3983, 4032, 4074, 4107, 4187, 4220, 4314, 4315, 4365, 4391, 4667, 4668, 4669, 4670, 4705, 4777, 4778, 4779, 4824, 4836, 4949, 5010, 5011, 5012, 5013, 5286, 5416, 5417, 5418, 5419, 5420, 5421, 5422, 5453, 5468, 5469, 5470, 5479, 5513, 5609, 5675, 5807, 5952, 5976, 6052, 6118, 6120, 6121, 6122, 6139, 6140, 6141, 6473, 6483, 6492, 6499, 6507, 6624, 6637, 6638, 6639, 6690, 6702, 6798, 6865, 6964, 6965, 6966, 6967, 6968, 6969, 6989, 7014, 7022, 7124, 7127, 7128, 7129, 7167, 7168, 7169, 7170, 7171, 7233, 7234, 7235, 7272, 7305, 7400, 7417, 7418, 7419, 7600, 7632, 7642, 7742, 7828, 7997, 8005, 8197, 8198, 8199, 8200, 8201, 8213, 8373, 8378, 8479, 8509, 8510, 8511, 8512, 8513, 8515, 8516, 8598, 8628, 8692, 8693, 8694, 8700, 8762, 8763, 8784, 8844, 8983, 9093, 9147, 9148, 9149, 9150, 9281, 9282, 9283, 9284, 9285, 9451, 9624, 9670, 9677, 10000, 10215, 10401, 10407, 10531, 10532, 10557, 10602, 10641, 10936, 10955, 10999, 11000, 11011, 11012, 11013, 11127, 11128, 11129, 11130, 11307, 11353, 11375, 11399, 11502, 11514, 11600, 11681, 11685, 11751, 11778, 11880, 11889, 11942, 12052, 12110, 12217, 12219, 12334, 12414, 12415, 12416, 12417, 12418, 12419, 12500, 12501, 12502, 12503, 12653, 12768, 12797, 12866, 12941, 12980, 13255, 13298, 13435, 13519, 13595, 13655, 13656, 13657, 13902, 13950, 14056, 14238, 14394, 14460, 14581, 14582, 14583, 14590, 14704, 14935, 14975, 15000, 15001, 15002, 15036, 15051, 15082, 15152, 15187, 15342, 15471]",001,SIZ6820794,Global Solutions Ltd,NZ
