invoice_id,MANDT,BURKS,GJAHR,BELNR,WAERS,BLDAT
[179],001,2000,2021,1000001955,USD,20210920
[180],001,2000,2021,1000010699,USD,20210920
[181],001,2000,2021,1000011286,USD,20210920
[182],001,2000,2021,1000002764,USD,20210920
[183],001,1000,2012,1000007761,EUR,20120920
[184],001,1000,2024,1000004230,EUR,20240920
[185],001,1000,2024,1000010606,EUR,20240920
[186],001,1000,2024,1000007446,EUR,20240920
[187],001,1000,2024,1000068328,EUR,20240920
[188],001,2000,2009,1000001004,AUD,20090920
[189],001,1000,2003,1000002573,EUR,20030920
[190],001,1000,2020,1000001800,JPY,20200920
[191],001,2000,2005,1000006490,USD,20050920
[192],001,1000,2015,1000001399,SEK,20150920
[193],001,4000,2019,1000016525,USD,20190920
[194],001,3000,2005,1000004585,USD,20050920
[195],001,1000,2009,1000014605,EUR,20090920
[196],001,1000,2011,1000006963,AUD,20110920
[197],001,4000,2008,1000002710,USD,20080920
[198],001,4000,2008,1000035814,USD,20080920
[199],001,4000,2008,1000004677,USD,20080920
[200],001,4000,2008,1000008623,USD,20080920
[201],001,2000,2010,1000006779,USD,20100920
[202],001,1000,2015,1000000303,USD,20150920
[203],001,1000,2004,1000008515,EUR,20040920
[204],001,3000,2004,1000001240,EUR,20040920
[205],001,1000,2009,1000015952,USD,20090920
[206],001,1000,2013,1000000903,USD,20130920
[207],001,1000,2022,1000005179,USD,20220920
[208],001,2000,2003,1000001019,EUR,20030920
[209],001,3000,2003,1000004716,EUR,20030920
[210],001,1000,2009,1000014376,USD,20090920
[211],001,3000,2014,1000015615,USD,20140920
[212],001,1000,2023,1000003763,SEK,20230920
[213],001,1000,2023,1000023256,SEK,20230920
[214],001,1000,2023,1000017265,SEK,20230920
[215],001,1000,2023,1000005481,SEK,20230920
[216],001,5000,2000,1000014398,USD,20000920
[217],001,5000,2000,1000004132,USD,20000920
[218],001,5000,2000,1000013926,USD,20000920
[219],001,5000,2000,1000002818,USD,20000920
[220],001,5000,2000,1000018649,USD,20000920
[221],001,3000,2000,1000001187,EUR,20000920
[222],001,1000,2004,1000005273,USD,20040920
[223],001,2000,2010,1000021697,JPY,20100920
[224],001,1000,2018,1000046879,USD,20180920
[225],001,2000,2016,1000013306,JPY,20160920
[226],001,6000,2019,1000006374,JPY,20190920
[227],001,2000,2018,1000002279,USD,20180920
[228],001,1000,2018,1000000413,USD,20180920
[229],001,3000,2024,1000020731,CHF,20240920
[230],001,3000,2024,1000000707,CHF,20240920
[231],001,1000,2005,1000005854,USD,20050920
[232],001,1000,2013,1000004160,NZD,20130920
[233],001,2000,2021,1000009540,USD,20210920
[234],001,1000,2016,1000029391,USD,20160920
[235],001,1000,2007,1000001979,USD,20070920
[236],001,3000,2023,1000008536,EUR,20230920
[237],001,2000,2004,1000013972,JPY,20040920
[238],001,2000,2017,1000019651,NOK,20170920
[239],001,3000,2018,1000001941,USD,20180920
[240],001,3000,2018,1000007804,USD,20180920
[241],001,3000,2018,1000018960,USD,20180920
[242],001,3000,2018,1000002225,USD,20180920
[243],001,3000,2018,1000002363,USD,20180920
[244],001,1000,2017,1000004178,EUR,20170920
[245],001,4000,2009,1000003799,USD,20090920
[246],001,2000,2011,1000013632,USD,20110920
[247],001,2000,2011,1000002355,USD,20110920
[248],001,2000,2011,1000007906,USD,20110920
[249],001,2000,2011,1000013637,USD,20110920
[250],001,1000,2014,1000010485,EUR,20140920
[251],001,1000,2009,1000016692,USD,20090920
[252],001,1000,2009,1000002028,USD,20090920
[253],001,1000,2009,1000009386,USD,20090920
[254],001,1000,2004,1000003611,EUR,20040920
[255],001,1000,2022,1000001987,USD,20220920
[256],001,2000,2010,1000027530,USD,20100920
[257],001,1000,2007,1000005664,KRW,20070920
[258],001,1000,2015,1000008909,USD,20150920
[259],001,1000,2015,1000000188,USD,20150920
[260],001,1000,2015,1000005728,USD,20150920
[261],001,1000,2015,1000002380,USD,20150920
[262],001,1000,2015,1000000056,USD,20150920
[263],001,1000,2015,1000004304,USD,20150920
[264],001,2000,2023,1000001272,USD,20230920
[265],001,2000,2015,1000000833,EUR,20150920
[266],001,2000,2015,1000001284,EUR,20150920
[267],001,2000,2015,1000018341,EUR,20150920
[268],001,1000,2007,1000009794,USD,20070920
[269],001,1000,2022,1000006545,USD,20220920
[270],001,2000,2007,1000000370,USD,20070920
[271],001,1000,2017,1000005843,USD,20170920
[272],001,1000,2023,1000009783,USD,20230920
[273],001,4000,2023,1000028804,NZD,20230920
[274],001,2000,2000,1000012149,EUR,20000920
[275],001,1000,2006,1000015974,USD,20060920
[276],001,1000,2021,1000010204,EUR,20210920
[277],001,2000,2013,1000011654,USD,20130920
[278],001,1000,2009,1000021630,USD,20090920
[279],001,6000,2003,1000001541,EUR,20030920
[280],001,2000,2011,1000003009,USD,20110920
[281],001,6000,2007,1000003673,USD,20070920
[282],001,6000,2007,1000023787,USD,20070920
[283],001,6000,2007,1000010613,USD,20070920
[284],001,1000,2009,1000006361,EUR,20090920
[285],001,1000,2008,1000014673,NZD,20080920
[286],001,2000,2023,1000022313,EUR,20230920
[287],001,3000,2021,1000001221,NZD,20210920
[288],001,2000,2014,1000023535,EUR,20140920
[289],001,2000,2014,1000005201,EUR,20140920
[290],001,2000,2014,1000011096,EUR,20140920
[291],001,2000,2014,1000001822,EUR,20140920
[292],001,2000,2014,1000017961,EUR,20140920
[293],001,2000,2019,1000018684,EUR,20190920
[294],001,5000,2022,1000004530,NZD,20220920
[295],001,1000,2012,1000003075,USD,20120920
[296],001,3000,2008,1000008717,JPY,20080920
[297],001,1000,2012,1000000152,KRW,20120920
[298],001,1000,2013,1000004567,USD,20130920
[299],001,2000,2005,1000008124,USD,20050920
[300],001,2000,2005,1000007618,USD,20050920
[301],001,1000,2021,1000024893,AUD,20210920
[302],001,1000,2021,1000024020,AUD,20210920
[303],001,1000,2021,1000009011,AUD,20210920
[304],001,1000,2021,1000001640,AUD,20210920
[305],001,1000,2008,1000016286,JPY,20080920
[306],001,1000,2001,1000004537,USD,20010920
[307],001,1000,2000,1000010408,USD,20000920
[308],001,1000,2024,1000000028,EUR,20240920
[309],001,2000,2009,1000008292,EUR,20090920
[310],001,1000,2007,1000024885,USD,20070920
[311],001,3000,2012,1000017607,USD,20120920
[312],001,7000,2000,1000013070,JPY,20000920
[313],001,1000,2019,1000018453,JPY,20190920
[314],001,3000,2009,1000002480,USD,20090920
[315],001,2000,2021,1000000191,EUR,20210920
[316],001,2000,2021,1000005121,EUR,20210920
[317],001,2000,2021,1000003369,EUR,20210920
[318],001,2000,2021,1000015719,EUR,20210920
[319],001,1000,2008,1000005643,USD,20080920
[320],001,3000,2014,1000003073,USD,20140920
[321],001,1000,2009,1000000957,JPY,20090920
[322],001,2000,2004,1000001348,USD,20040920
[323],001,3000,2004,1000005246,USD,20040920
[324],001,1000,2020,1000006501,EUR,20200920
[325],001,4000,2018,1000014820,KRW,20180920
[326],001,3000,2020,1000003738,USD,20200920
[327],001,4000,2019,1000007717,USD,20190920
[328],001,1000,2008,1000007933,USD,20080920
[329],001,4000,2003,1000004657,USD,20030920
[330],001,4000,2003,1000008815,USD,20030920
[331],001,4000,2003,1000001842,USD,20030920
[332],001,4000,2003,1000007664,USD,20030920
[333],001,1000,2004,1000008962,USD,20040920
[334],001,2000,2018,1000001392,USD,20180920
[335],001,2000,2019,1000041969,EUR,20190920
[336],001,2000,2019,1000013119,EUR,20190920
[337],001,2000,2019,1000026124,EUR,20190920
[338],001,2000,2019,1000015746,EUR,20190920
[339],001,2000,2019,1000010270,EUR,20190920
[340],001,2000,2019,1000006525,EUR,20190920
[341],001,2000,2016,1000012450,USD,20160920
[342],001,1000,2016,1000045010,USD,20160920
[343],001,1000,2016,1000006508,USD,20160920
[344],001,1000,2002,1000018303,USD,20020920
[345],001,1000,2002,1000021705,AUD,20020920
[346],001,1000,2001,1000016028,EUR,20010920
[347],001,1000,2013,1000001975,KRW,20130920
[348],001,1000,2022,1000006769,USD,20220920
[349],001,1000,2022,1000001934,USD,20220920
[350],001,1000,2022,1000003480,USD,20220920
[351],001,1000,2022,1000006978,USD,20220920
[352],001,1000,2022,1000010077,USD,20220920
[353],001,1000,2022,1000011074,USD,20220920
[354],001,3000,2001,1000006190,USD,20010920
[355],001,3000,2024,1000005616,USD,20240920
[356],001,2000,2009,1000025930,USD,20090920
[357],001,2000,2009,1000003518,USD,20090920
[358],001,2000,2009,1000001060,USD,20090920
[359],001,2000,2009,1000006550,USD,20090920
[360],001,2000,2022,1000004987,USD,20220920
[361],001,3000,2019,1000002195,USD,20190920
[362],001,3000,2019,1000013566,USD,20190920
[363],001,3000,2019,1000011711,USD,20190920
[364],001,1000,2022,1000005414,EUR,20220920
[365],001,2000,2002,1000000402,SEK,20020920
[366],001,2000,2014,1000003440,USD,20140920
[367],001,6000,2011,1000002368,USD,20110920
[368],001,1000,2002,1000015920,JPY,20020920
[369],001,2000,2007,1000031385,USD,20070920
[370],001,2000,2002,1000006778,USD,20020920
[371],001,2000,2002,1000007596,USD,20020920
[372],001,1000,2019,1000000011,USD,20190920
[373],001,2000,2019,1000001529,USD,20190920
[374],001,3000,2002,1000001427,EUR,20020920
[375],001,3000,2002,1000005131,EUR,20020920
[376],001,3000,2002,1000013428,EUR,20020920
[377],001,3000,2002,1000028951,EUR,20020920
[378],001,3000,2002,1000003812,EUR,20020920
[379],001,1000,2015,1000011100,EUR,20150920
[380],001,4000,2024,1000000721,NZD,20240920
[381],001,2000,2021,1000013016,USD,20210920
[382],001,4000,2023,1000003442,USD,20230920
[383],001,1000,2004,1000011306,CHF,20040920
[384],001,1000,2023,1000000210,EUR,20230920
[385],001,1000,2011,1000009024,KRW,20110920
[386],001,1000,2011,1000013608,KRW,20110920
[387],001,1000,2011,1000003312,KRW,20110920
[388],001,1000,2011,1000000313,KRW,20110920
[389],001,1000,2011,1000000806,KRW,20110920
[390],001,1000,2007,1000005917,KRW,20070920
[391],001,2000,2012,1000013665,USD,20120920
[392],001,1000,2011,1000004209,JPY,20110920
[393],001,1000,2002,1000029245,EUR,20020920
[394],001,1000,2021,1000017174,EUR,20210920
[395],001,2000,2004,1000001407,JPY,20040920
[396],001,1000,2020,1000001746,USD,20200920
[397],001,1000,2020,1000028906,USD,20200920
[398],001,1000,2020,1000006663,USD,20200920
[399],001,1000,2020,1000001780,USD,20200920
[400],001,2000,2024,1000005215,EUR,20240920
[401],001,1000,2002,1000024400,EUR,20020920
[402],001,2000,2023,1000002847,EUR,20230920
[403],001,2000,2023,1000007244,USD,20230920
[404],001,2000,2023,1000011254,USD,20230920
[405],001,2000,2023,1000004949,USD,20230920
[406],001,2000,2023,1000001260,USD,20230920
[407],001,2000,2002,1000000182,USD,20020920
[408],001,2000,2007,1000002665,JPY,20070920
[409],001,2000,2007,1000001806,JPY,20070920
[410],001,2000,2007,1000019327,JPY,20070920
[411],001,2000,2007,1000000046,JPY,20070920
[412],001,2000,2007,1000000279,JPY,20070920
[413],001,2000,2007,1000008320,JPY,20070920
[414],001,2000,2021,1000000105,USD,20210920
[415],001,2000,2024,1000000727,USD,20240920
[416],001,1000,2022,1000002705,NOK,20220920
[417],001,2000,2015,1000006146,USD,20150920
[418],001,2000,2015,1000004341,USD,20150920
[419],001,2000,2015,1000016883,USD,20150920
[420],001,2000,2015,1000003232,USD,20150920
[421],001,2000,2015,1000004395,USD,20150920
[422],001,2000,2020,1000006404,EUR,20200920
[423],001,2000,2001,1000031395,USD,20010920
[424],001,1000,2024,1000016185,USD,20240920
[425],001,1000,2015,1000000288,EUR,20150920
[426],001,1000,2024,1000002525,USD,20240920
[427],001,1000,2024,1000010740,USD,20240920
[428],001,1000,2024,1000001613,USD,20240920
[429],001,1000,2000,1000007678,USD,20000920
[430],001,1000,2005,1000004864,USD,20050920
[431],001,1000,2020,1000005692,USD,20200920
[432],001,1000,2001,1000000768,USD,20010920
[433],001,1000,2018,1000000223,EUR,20180920
[434],001,2000,2000,1000013365,USD,20000920
[435],001,1000,2013,1000012381,USD,20130920
[436],001,1000,2013,1000012230,USD,20130920
[437],001,1000,2013,1000011420,USD,20130920
[438],001,1000,2013,1000016262,USD,20130920
[439],001,2000,2002,1000021602,USD,20020920
[440],001,2000,2007,1000023766,USD,20070920
[441],001,3000,2001,1000002777,EUR,20010920
[442],001,3000,2021,1000001016,KRW,20210920
[443],001,9000,2022,1000000998,USD,20220920
[444],001,9000,2022,1000013679,USD,20220920
[445],001,2000,2011,1000007728,USD,20110920
[446],001,1000,2022,1000003667,JPY,20220920
[447],001,1000,2002,1000037530,USD,20020920
[448],001,2000,2005,1000001627,EUR,20050920
[449],001,2000,2005,1000008929,EUR,20050920
[450],001,2000,2014,1000002350,JPY,20140920
[451],001,1000,2010,1000032475,EUR,20100920
[452],001,2000,2018,1000000859,USD,20180920
[453],001,4000,2024,1000014081,EUR,20240920
[454],001,4000,2024,1000001165,EUR,20240920
[455],001,4000,2024,1000001161,EUR,20240920
[456],001,4000,2024,1000001707,EUR,20240920
[457],001,3000,2002,1000008059,USD,20020920
[458],001,3000,2002,1000003037,USD,20020920
[459],001,3000,2002,1000001691,USD,20020920
[460],001,2000,2021,1000000010,NZD,20210920
[461],001,1000,2009,1000011283,USD,20090920
[462],001,2000,2010,1000011085,EUR,20100920
[463],001,2000,2010,1000020917,EUR,20100920
[464],001,1000,2021,1000017552,EUR,20210920
[465],001,1000,2021,1000023291,EUR,20210920
[466],001,1000,2021,1000007181,EUR,20210920
[467],001,5000,2024,1000000820,USD,20240920
[468],001,1000,2011,1000016504,USD,20110920
[469],001,1000,2002,1000000726,KRW,20020920
[470],001,2000,2022,1000016265,USD,20220920
[471],001,2000,2016,1000018465,USD,20160920
[472],001,2000,2016,1000007615,USD,20160920
[473],001,2000,2016,1000013728,USD,20160920
[474],001,2000,2016,1000000520,USD,20160920
[475],001,2000,2024,1000001998,USD,20240920
[476],001,4000,2016,1000005470,USD,20160920
[477],001,3000,2020,1000023963,EUR,20200920
[478],001,2000,2016,1000001699,USD,20160920
[479],001,2000,2016,1000002721,USD,20160920
[480],001,2000,2016,1000002058,USD,20160920
[481],001,2000,2016,1000003974,USD,20160920
[482],001,2000,2016,1000010665,USD,20160920
[483],001,2000,2016,1000003130,USD,20160920
[484],001,2000,2008,1000011386,JPY,20080920
[485],001,2000,2008,1000013124,JPY,20080920
[486],001,2000,2008,1000031487,JPY,20080920
[487],001,2000,2008,1000001694,JPY,20080920
[488],001,2000,2008,1000010863,JPY,20080920
[489],001,2000,2008,1000011494,JPY,20080920
[490],001,1000,2023,1000017432,EUR,20230920
[491],001,2000,2007,1000019789,EUR,20070920
[492],001,2000,2013,1000012524,JPY,20130920
[493],001,2000,2013,1000005992,JPY,20130920
[494],001,2000,2013,1000002640,JPY,20130920
[495],001,2000,2013,1000001190,JPY,20130920
[496],001,2000,2013,1000004080,JPY,20130920
[497],001,1000,2002,1000016271,USD,20020920
[498],001,2000,2010,1000017204,NOK,20100920
[499],001,1000,2011,1000003521,USD,20110920
[500],001,3000,2014,1000003058,JPY,20140920
[501],001,3000,2014,1000004038,JPY,20140920
[502],001,3000,2014,1000001921,JPY,20140920
[503],001,1000,2012,1000002526,NZD,20120920
[504],001,1000,2009,1000004196,CHF,20090920
[505],001,1000,2009,1000006229,CHF,20090920
[506],001,1000,2009,1000014249,CHF,20090920
[507],001,1000,2009,1000001192,CHF,20090920
[508],001,1000,2009,1000000655,CHF,20090920
[509],001,1000,2017,1000005590,USD,20170920
[510],001,4000,2018,1000019647,EUR,20180920
[511],001,3000,2017,1000004436,EUR,20170920
[512],001,1000,2011,1000015248,EUR,20110920
[513],001,1000,2019,1000002146,EUR,20190920
[514],001,1000,2017,1000003795,USD,20170920
[515],001,1000,2017,1000035247,USD,20170920
[516],001,1000,2017,1000003834,USD,20170920
[517],001,1000,2017,1000001159,USD,20170920
[518],001,3000,2017,1000002014,USD,20170920
[519],001,2000,2008,1000001968,USD,20080920
[520],001,2000,2022,1000013890,USD,20220920
[521],001,1000,2017,1000015438,EUR,20170920
[522],001,2000,2013,1000003752,EUR,20130920
[523],001,1000,2004,1000007249,EUR,20040920
[524],001,1000,2011,1000006782,USD,20110920
[525],001,2000,2003,1000016592,EUR,20030920
[526],001,4000,2011,1000016133,USD,20110920
[527],001,4000,2011,1000015236,USD,20110920
[528],001,4000,2011,1000013529,USD,20110920
[529],001,4000,2011,1000017334,USD,20110920
[530],001,4000,2011,1000000589,USD,20110920
[531],001,3000,2020,1000009892,AUD,20200920
[532],001,3000,2020,1000007782,AUD,20200920
[533],001,2000,2011,1000008448,USD,20110920
[534],001,1000,2004,1000035381,USD,20040920
[535],001,3000,2002,1000010129,NZD,20020920
[536],001,3000,2002,1000007633,NZD,20020920
[537],001,3000,2002,1000001090,NZD,20020920
[538],001,5000,2010,1000020421,USD,20100920
[539],001,1000,2019,1000021626,USD,20190920
[540],001,1000,2011,1000000323,USD,20110920
[541],001,3000,2000,1000001617,EUR,20000920
[542],001,1000,2000,1000005124,AUD,20000920
[543],001,2000,2011,1000002551,USD,20110920
[544],001,1000,2011,1000006079,JPY,20110920
[545],001,2000,2023,1000000480,JPY,20230920
[546],001,2000,2013,1000006104,USD,20130920
[547],001,1000,2000,1000002991,USD,20000920
[548],001,1000,2000,1000017353,USD,20000920
[549],001,1000,2000,1000016012,USD,20000920
[550],001,1000,2000,1000003515,USD,20000920
[551],001,1000,2016,1000000794,USD,20160920
[552],001,2000,2006,1000029034,USD,20060920
[553],001,2000,2006,1000008076,USD,20060920
[554],001,3000,2014,1000003787,EUR,20140920
[555],001,1000,2013,1000013976,EUR,20130920
[556],001,1000,2013,1000022529,EUR,20130920
[557],001,1000,2018,1000034036,EUR,20180920
[558],001,2000,2004,1000021066,USD,20040920
[559],001,1000,2016,1000004593,EUR,20160920
[560],001,1000,2016,1000025821,EUR,20160920
[561],001,1000,2016,1000030748,EUR,20160920
[562],001,1000,2017,1000035435,USD,20170920
[563],001,1000,2009,1000011067,EUR,20090920
[564],001,1000,2009,1000002758,EUR,20090920
[565],001,1000,2009,1000000776,EUR,20090920
[566],001,1000,2009,1000007866,EUR,20090920
[567],001,1000,2009,1000004418,EUR,20090920
[568],001,1000,2002,1000011908,USD,20020920
[569],001,1000,2014,1000005712,JPY,20140920
[570],001,1000,2016,1000000330,USD,20160920
[571],001,1000,2005,1000003105,USD,20050920
[572],001,1000,2005,1000031312,USD,20050920
[573],001,1000,2005,1000017672,USD,20050920
[574],001,1000,2005,1000014467,USD,20050920
[575],001,1000,2005,1000007111,USD,20050920
[576],001,1000,2005,1000037145,USD,20050920
[577],001,1000,2005,1000000818,USD,20050920
[578],001,1000,2005,1000012106,USD,20050920
[579],001,3000,2014,1000003142,CHF,20140920
[580],001,3000,2014,1000005107,CHF,20140920
[581],001,3000,2014,1000005044,CHF,20140920
[582],001,3000,2014,1000001006,CHF,20140920
[583],001,3000,2014,1000006516,CHF,20140920
[584],001,4000,2004,1000007402,JPY,20040920
[585],001,4000,2004,1000016660,JPY,20040920
[586],001,4000,2004,1000004616,JPY,20040920
[587],001,4000,2004,1000000676,JPY,20040920
[588],001,5000,2008,1000008441,USD,20080920
[589],001,5000,2008,1000004571,USD,20080920
[590],001,5000,2008,1000019107,USD,20080920
[591],001,5000,2008,1000038248,USD,20080920
[592],001,5000,2008,1000013286,USD,20080920
